iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency
nkf,Latn,nkf_Latn,Inpui Naga, ,Zs,SPACE,3227,2,"2017,2018",2704,523
nkf,Latn,nkf_Latn,Inpui Naga,a,Ll,LATIN SMALL LETTER A,2915,2,"2017,2018",2489,426
nkf,Latn,nkf_Latn,Inpui Naga,n,Ll,LATIN SMALL LETTER N,2275,2,"2017,2018",1896,379
nkf,Latn,nkf_Latn,Inpui Naga,i,Ll,LATIN SMALL LETTER I,1253,2,"2017,2018",1066,187
nkf,Latn,nkf_Latn,Inpui Naga,g,Ll,LATIN SMALL LETTER G,1016,2,"2017,2018",874,142
nkf,Latn,nkf_Latn,Inpui Naga,e,Ll,LATIN SMALL LETTER E,833,2,"2017,2018",692,141
nkf,Latn,nkf_Latn,Inpui Naga,u,Ll,LATIN SMALL LETTER U,743,2,"2017,2018",667,76
nkf,Latn,nkf_Latn,Inpui Naga,h,Ll,LATIN SMALL LETTER H,650,2,"2017,2018",546,104
nkf,Latn,nkf_Latn,Inpui Naga,k,Ll,LATIN SMALL LETTER K,641,2,"2017,2018",576,65
nkf,Latn,nkf_Latn,Inpui Naga,t,Ll,LATIN SMALL LETTER T,560,2,"2017,2018",474,86
nkf,Latn,nkf_Latn,Inpui Naga,o,Ll,LATIN SMALL LETTER O,536,2,"2017,2018",407,129
nkf,Latn,nkf_Latn,Inpui Naga,m,Ll,LATIN SMALL LETTER M,478,2,"2017,2018",398,80
nkf,Latn,nkf_Latn,Inpui Naga,b,Ll,LATIN SMALL LETTER B,434,2,"2017,2018",349,85
nkf,Latn,nkf_Latn,Inpui Naga,r,Ll,LATIN SMALL LETTER R,384,2,"2017,2018",324,60
nkf,Latn,nkf_Latn,Inpui Naga,d,Ll,LATIN SMALL LETTER D,356,2,"2017,2018",286,70
