iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency
mbi,Latn,mbi_Latn,Ilianen Manobo, ,Zs,SPACE,187046,2,"2017,2018",161,186885
mbi,Latn,mbi_Latn,Ilianen Manobo,e,Ll,LATIN SMALL LETTER E,164588,2,"2017,2018",126,164462
mbi,Latn,mbi_Latn,Ilianen Manobo,n,Ll,LATIN SMALL LETTER N,98971,2,"2017,2018",77,98894
mbi,Latn,mbi_Latn,Ilianen Manobo,a,Ll,LATIN SMALL LETTER A,76095,2,"2017,2018",67,76028
mbi,Latn,mbi_Latn,Ilianen Manobo,i,Ll,LATIN SMALL LETTER I,68683,2,"2017,2018",46,68637
mbi,Latn,mbi_Latn,Ilianen Manobo,u,Ll,LATIN SMALL LETTER U,48337,2,"2017,2018",36,48301
mbi,Latn,mbi_Latn,Ilianen Manobo,t,Ll,LATIN SMALL LETTER T,46512,2,"2017,2018",44,46468
mbi,Latn,mbi_Latn,Ilianen Manobo,k,Ll,LATIN SMALL LETTER K,40134,2,"2017,2018",32,40102
mbi,Latn,mbi_Latn,Ilianen Manobo,d,Ll,LATIN SMALL LETTER D,34518,2,"2017,2018",30,34488
mbi,Latn,mbi_Latn,Ilianen Manobo,s,Ll,LATIN SMALL LETTER S,30608,2,"2017,2018",13,30595
mbi,Latn,mbi_Latn,Ilianen Manobo,m,Ll,LATIN SMALL LETTER M,28075,2,"2017,2018",18,28057
mbi,Latn,mbi_Latn,Ilianen Manobo,g,Ll,LATIN SMALL LETTER G,25839,2,"2017,2018",24,25815
mbi,Latn,mbi_Latn,Ilianen Manobo,y,Ll,LATIN SMALL LETTER Y,22599,2,"2017,2018",31,22568
mbi,Latn,mbi_Latn,Ilianen Manobo,r,Ll,LATIN SMALL LETTER R,21082,2,"2017,2018",21,21061
mbi,Latn,mbi_Latn,Ilianen Manobo,l,Ll,LATIN SMALL LETTER L,19121,2,"2017,2018",16,19105
mbi,Latn,mbi_Latn,Ilianen Manobo,p,Ll,LATIN SMALL LETTER P,17108,2,"2017,2018",16,17092
mbi,Latn,mbi_Latn,Ilianen Manobo,b,Ll,LATIN SMALL LETTER B,14709,2,"2017,2018",12,14697
mbi,Latn,mbi_Latn,Ilianen Manobo,à,Ll,LATIN SMALL LETTER A WITH GRAVE,13134,2,"2017,2018",15,13119
mbi,Latn,mbi_Latn,Ilianen Manobo,w,Ll,LATIN SMALL LETTER W,12769,2,"2017,2018",7,12762
mbi,Latn,mbi_Latn,Ilianen Manobo,",",Po,COMMA,7277,2,"2017,2018",6,7271
mbi,Latn,mbi_Latn,Ilianen Manobo,h,Ll,LATIN SMALL LETTER H,7137,2,"2017,2018",9,7128
mbi,Latn,mbi_Latn,Ilianen Manobo,.,Po,FULL STOP,6832,2,"2017,2018",6,6826
mbi,Latn,mbi_Latn,Ilianen Manobo,v,Ll,LATIN SMALL LETTER V,4863,2,"2017,2018",2,4861
mbi,Latn,mbi_Latn,Ilianen Manobo,H,Lu,LATIN CAPITAL LETTER H,4368,1,2018,0,4368
mbi,Latn,mbi_Latn,Ilianen Manobo,-,Pd,HYPHEN-MINUS,4011,1,2018,0,4011
mbi,Latn,mbi_Latn,Ilianen Manobo,E,Lu,LATIN CAPITAL LETTER E,3922,2,"2017,2018",3,3919
mbi,Latn,mbi_Latn,Ilianen Manobo,N,Lu,LATIN CAPITAL LETTER N,3895,2,"2017,2018",3,3892
mbi,Latn,mbi_Latn,Ilianen Manobo,ù,Ll,LATIN SMALL LETTER U WITH GRAVE,2849,2,"2017,2018",4,2845
mbi,Latn,mbi_Latn,Ilianen Manobo,M,Lu,LATIN CAPITAL LETTER M,2725,1,2018,0,2725
mbi,Latn,mbi_Latn,Ilianen Manobo,“,Pi,LEFT DOUBLE QUOTATION MARK,2660,2,"2017,2018",1,2659
mbi,Latn,mbi_Latn,Ilianen Manobo,1,Nd,DIGIT ONE,2569,2,"2017,2018",6,2563
mbi,Latn,mbi_Latn,Ilianen Manobo,”,Pf,RIGHT DOUBLE QUOTATION MARK,2293,1,2018,0,2293
mbi,Latn,mbi_Latn,Ilianen Manobo,K,Lu,LATIN CAPITAL LETTER K,2238,1,2018,0,2238
mbi,Latn,mbi_Latn,Ilianen Manobo,2,Nd,DIGIT TWO,2127,2,"2017,2018",1,2126
mbi,Latn,mbi_Latn,Ilianen Manobo,S,Lu,LATIN CAPITAL LETTER S,1797,2,"2017,2018",1,1796
mbi,Latn,mbi_Latn,Ilianen Manobo,3,Nd,DIGIT THREE,1644,2,"2017,2018",2,1642
mbi,Latn,mbi_Latn,Ilianen Manobo,o,Ll,LATIN SMALL LETTER O,1459,2,"2017,2018",2,1457
mbi,Latn,mbi_Latn,Ilianen Manobo,I,Lu,LATIN CAPITAL LETTER I,1430,1,2018,0,1430
mbi,Latn,mbi_Latn,Ilianen Manobo,P,Lu,LATIN CAPITAL LETTER P,1279,2,"2017,2018",1,1278
mbi,Latn,mbi_Latn,Ilianen Manobo,4,Nd,DIGIT FOUR,1188,1,2018,0,1188
mbi,Latn,mbi_Latn,Ilianen Manobo,ì,Ll,LATIN SMALL LETTER I WITH GRAVE,902,1,2018,0,902
mbi,Latn,mbi_Latn,Ilianen Manobo,U,Lu,LATIN CAPITAL LETTER U,845,1,2018,0,845
mbi,Latn,mbi_Latn,Ilianen Manobo,5,Nd,DIGIT FIVE,844,1,2018,0,844
mbi,Latn,mbi_Latn,Ilianen Manobo,A,Lu,LATIN CAPITAL LETTER A,805,2,"2017,2018",2,803
mbi,Latn,mbi_Latn,Ilianen Manobo,D,Lu,LATIN CAPITAL LETTER D,778,1,2018,0,778
mbi,Latn,mbi_Latn,Ilianen Manobo,G,Lu,LATIN CAPITAL LETTER G,734,1,2018,0,734
mbi,Latn,mbi_Latn,Ilianen Manobo,:,Po,COLON,729,2,"2017,2018",1,728
mbi,Latn,mbi_Latn,Ilianen Manobo,L,Lu,LATIN CAPITAL LETTER L,706,2,"2017,2018",1,705
mbi,Latn,mbi_Latn,Ilianen Manobo,6,Nd,DIGIT SIX,681,2,"2017,2018",1,680
mbi,Latn,mbi_Latn,Ilianen Manobo,?,Po,QUESTION MARK,656,1,2018,0,656
mbi,Latn,mbi_Latn,Ilianen Manobo,7,Nd,DIGIT SEVEN,636,1,2018,0,636
mbi,Latn,mbi_Latn,Ilianen Manobo,8,Nd,DIGIT EIGHT,589,1,2018,0,589
mbi,Latn,mbi_Latn,Ilianen Manobo,9,Nd,DIGIT NINE,555,2,"2017,2018",1,554
mbi,Latn,mbi_Latn,Ilianen Manobo,0,Nd,DIGIT ZERO,539,2,"2017,2018",1,538
mbi,Latn,mbi_Latn,Ilianen Manobo,!,Po,EXCLAMATION MARK,532,1,2018,0,532
mbi,Latn,mbi_Latn,Ilianen Manobo,J,Lu,LATIN CAPITAL LETTER J,496,2,"2017,2018",1,495
mbi,Latn,mbi_Latn,Ilianen Manobo,T,Lu,LATIN CAPITAL LETTER T,487,2,"2017,2018",1,486
mbi,Latn,mbi_Latn,Ilianen Manobo,‘,Pi,LEFT SINGLE QUOTATION MARK,413,1,2018,0,413
mbi,Latn,mbi_Latn,Ilianen Manobo,’,Pf,RIGHT SINGLE QUOTATION MARK,407,2,"2017,2018",2,405
mbi,Latn,mbi_Latn,Ilianen Manobo,c,Ll,LATIN SMALL LETTER C,386,1,2018,0,386
mbi,Latn,mbi_Latn,Ilianen Manobo,B,Lu,LATIN CAPITAL LETTER B,356,2,"2017,2018",1,355
mbi,Latn,mbi_Latn,Ilianen Manobo,R,Lu,LATIN CAPITAL LETTER R,257,1,2018,0,257
mbi,Latn,mbi_Latn,Ilianen Manobo,è,Ll,LATIN SMALL LETTER E WITH GRAVE,252,1,2018,0,252
mbi,Latn,mbi_Latn,Ilianen Manobo,V,Lu,LATIN CAPITAL LETTER V,191,1,2018,0,191
mbi,Latn,mbi_Latn,Ilianen Manobo,W,Lu,LATIN CAPITAL LETTER W,158,1,2018,0,158
mbi,Latn,mbi_Latn,Ilianen Manobo,(,Ps,LEFT PARENTHESIS,90,1,2018,0,90
mbi,Latn,mbi_Latn,Ilianen Manobo,),Pe,RIGHT PARENTHESIS,90,1,2018,0,90
mbi,Latn,mbi_Latn,Ilianen Manobo,F,Lu,LATIN CAPITAL LETTER F,47,1,2018,0,47
mbi,Latn,mbi_Latn,Ilianen Manobo,;,Po,SEMICOLON,31,1,2018,0,31
mbi,Latn,mbi_Latn,Ilianen Manobo,C,Lu,LATIN CAPITAL LETTER C,30,1,2018,0,30
mbi,Latn,mbi_Latn,Ilianen Manobo,[,Ps,LEFT SQUARE BRACKET,20,1,2018,0,20
mbi,Latn,mbi_Latn,Ilianen Manobo,],Pe,RIGHT SQUARE BRACKET,18,1,2018,0,18
mbi,Latn,mbi_Latn,Ilianen Manobo,z,Ll,LATIN SMALL LETTER Z,10,1,2018,0,10
mbi,Latn,mbi_Latn,Ilianen Manobo,j,Ll,LATIN SMALL LETTER J,10,1,2018,0,10
mbi,Latn,mbi_Latn,Ilianen Manobo,Z,Lu,LATIN CAPITAL LETTER Z,9,1,2018,0,9
mbi,Latn,mbi_Latn,Ilianen Manobo,f,Ll,LATIN SMALL LETTER F,6,1,2018,0,6
mbi,Latn,mbi_Latn,Ilianen Manobo,À,Lu,LATIN CAPITAL LETTER A WITH GRAVE,2,1,2018,0,2
mbi,Latn,mbi_Latn,Ilianen Manobo,Y,Lu,LATIN CAPITAL LETTER Y,2,1,2018,0,2
mbi,Latn,mbi_Latn,Ilianen Manobo,',Po,APOSTROPHE,1,1,2017,1,0
mbi,Latn,mbi_Latn,Ilianen Manobo,q,Ll,LATIN SMALL LETTER Q,1,1,2018,0,1
