iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
mni,Beng,mni_Beng,Manipuri, ,Zs,SPACE,2256770,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",6935,1762,681,24265,215685,250717,27426,814829,307643,396222,210605
mni,Beng,mni_Beng,Manipuri,া,Mc,BENGALI VOWEL SIGN AA,1347744,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",4893,1257,467,16570,101729,134016,8424,495608,184569,259877,140334
mni,Beng,mni_Beng,Manipuri,ন,Lo,BENGALI LETTER NA,818203,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2870,697,234,9514,65504,84051,10143,301280,111172,150881,81857
mni,Beng,mni_Beng,Manipuri,ি,Mc,BENGALI VOWEL SIGN I,732408,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2318,479,225,6519,54076,73595,8483,271872,100384,139682,74775
mni,Beng,mni_Beng,Manipuri,ম,Lo,BENGALI LETTER MA,731769,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2890,640,338,9147,56498,75209,9599,265047,99161,138516,74724
mni,Beng,mni_Beng,Manipuri,্,Mn,BENGALI SIGN VIRAMA,686001,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1474,373,106,10672,55598,69985,8412,247613,94636,126328,70804
mni,Beng,mni_Beng,Manipuri,র,Lo,BENGALI LETTER RA,495543,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1407,298,115,4989,36332,49002,5207,181140,67540,95028,54485
mni,Beng,mni_Beng,Manipuri,ক,Lo,BENGALI LETTER KA,463022,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1623,438,160,5185,35819,48468,5293,169863,62193,86347,47633
mni,Beng,mni_Beng,Manipuri,ব,Lo,BENGALI LETTER BA,459325,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2334,614,193,5307,38496,46620,7461,166610,61763,84752,45175
mni,Beng,mni_Beng,Manipuri,দ,Lo,BENGALI LETTER DA,426205,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1539,348,152,5847,33424,43115,8302,155197,57483,79352,41446
mni,Beng,mni_Beng,Manipuri,ী,Mc,BENGALI VOWEL SIGN II,404466,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1274,389,132,4193,33312,42439,4709,146279,54768,75810,41161
mni,Beng,mni_Beng,Manipuri,ু,Mn,BENGALI VOWEL SIGN U,389684,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1635,457,128,6265,32136,39617,7460,137934,52223,73091,38738
mni,Beng,mni_Beng,Manipuri,ল,Lo,BENGALI LETTER LA,375991,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1133,244,124,4715,28360,36668,4727,136951,51448,72609,39012
mni,Beng,mni_Beng,Manipuri,স,Lo,BENGALI LETTER SA,358976,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",703,165,63,2396,28762,36038,4460,134166,49580,65314,37329
mni,Beng,mni_Beng,Manipuri,ং,Mc,BENGALI SIGN ANUSVARA,346437,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",924,167,103,3555,33542,36035,4602,125531,45651,62436,33891
mni,Beng,mni_Beng,Manipuri,ত,Lo,BENGALI LETTER TA,326819,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",926,220,58,4008,21926,29822,3615,120559,47988,62516,35181
mni,Beng,mni_Beng,Manipuri,গ,Lo,BENGALI LETTER GA,320869,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1013,260,94,3404,24959,33409,4504,115820,43960,60744,32702
mni,Beng,mni_Beng,Manipuri,ো,Mc,BENGALI VOWEL SIGN O,293234,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1280,323,98,3312,21016,29055,10592,105913,38973,53659,29013
mni,Beng,mni_Beng,Manipuri,ে,Mc,BENGALI VOWEL SIGN E,292542,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",520,90,61,2886,26208,29864,2568,105968,38427,55239,30711
mni,Beng,mni_Beng,Manipuri,অ,Lo,BENGALI LETTER A,281193,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1021,284,110,2894,24761,29349,3713,105648,38256,48971,26186
mni,Beng,mni_Beng,Manipuri,প,Lo,BENGALI LETTER PA,267835,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1170,336,90,2888,22200,26649,3153,96425,36944,50143,27837
mni,Beng,mni_Beng,Manipuri,য,Lo,BENGALI LETTER YA,231780,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1154,306,92,2761,16067,23106,2067,85985,31888,44313,24041
mni,Beng,mni_Beng,Manipuri,়,Mn,BENGALI SIGN NUKTA,214109,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",987,231,88,2642,14464,21258,1861,79771,29354,41174,22279
mni,Beng,mni_Beng,Manipuri,শ,Lo,BENGALI LETTER SHA,211536,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",752,178,82,2268,18568,21505,2254,77059,27984,39769,21117
mni,Beng,mni_Beng,Manipuri,হ,Lo,BENGALI LETTER HA,203721,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",881,244,91,2469,14522,19144,2177,76572,29128,37532,20961
mni,Beng,mni_Beng,Manipuri,ই,Lo,BENGALI LETTER I,201684,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",743,165,81,2226,17266,21664,3545,72747,27021,36732,19494
mni,Beng,mni_Beng,Manipuri,খ,Lo,BENGALI LETTER KHA,199399,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",831,215,83,2318,11418,19116,2095,73839,28607,39073,21804
mni,Beng,mni_Beng,Manipuri,থ,Lo,BENGALI LETTER THA,130014,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",466,114,36,1621,10505,12958,1247,47642,17031,24902,13492
mni,Beng,mni_Beng,Manipuri,।,Po,DEVANAGARI DANDA,124482,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",373,100,38,758,7877,13787,1026,46853,17119,23566,12985
mni,Beng,mni_Beng,Manipuri,চ,Lo,BENGALI LETTER CA,112012,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",358,87,44,1610,8428,11152,961,38977,15187,24063,11145
mni,Beng,mni_Beng,Manipuri,e,Ll,LATIN SMALL LETTER E,102990,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",7,0,0,1121,34493,23011,759,25220,8413,6790,3176
mni,Beng,mni_Beng,Manipuri,জ,Lo,BENGALI LETTER JA,102513,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",259,78,13,871,7368,10914,1407,37652,13618,19838,10495
mni,Beng,mni_Beng,Manipuri,ফ,Lo,BENGALI LETTER PHA,101688,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",257,49,24,903,8512,11146,1369,36345,13608,18800,10675
mni,Beng,mni_Beng,Manipuri,",",Po,COMMA,97146,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",344,93,31,563,9244,10416,1283,33738,14621,17609,9204
mni,Beng,mni_Beng,Manipuri,ৌ,Mc,BENGALI VOWEL SIGN AU,96972,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",258,78,29,1152,7118,9458,1125,36564,13426,18181,9583
mni,Beng,mni_Beng,Manipuri,ও,Lo,BENGALI LETTER O,94626,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",274,77,48,918,7725,10133,1452,35045,12594,17429,8931
mni,Beng,mni_Beng,Manipuri,ঙ,Lo,BENGALI LETTER NGA,89222,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",397,119,25,1299,6267,7396,675,31687,12442,18573,10342
mni,Beng,mni_Beng,Manipuri,a,Ll,LATIN SMALL LETTER A,87500,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",2,0,0,784,23992,17417,701,24782,10039,6878,2905
