iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2018_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
nho,Latn,nho_Latn,Takuu,a,Ll,LATIN SMALL LETTER A,319028,7,"2017,2018,2020,2021,2022,2023,2024",25034,190438,24,510,31781,67520,3721
nho,Latn,nho_Latn,Takuu, ,Zs,SPACE,314154,7,"2017,2018,2020,2021,2022,2023,2024",24387,187454,53,501,32199,65892,3668
nho,Latn,nho_Latn,Takuu,e,Ll,LATIN SMALL LETTER E,112870,7,"2017,2018,2020,2021,2022,2023,2024",8134,69372,16,159,10668,23267,1254
nho,Latn,nho_Latn,Takuu,t,Ll,LATIN SMALL LETTER T,107461,7,"2017,2018,2020,2021,2022,2023,2024",8709,63068,12,179,11566,22760,1167
nho,Latn,nho_Latn,Takuu,i,Ll,LATIN SMALL LETTER I,106224,7,"2017,2018,2020,2021,2022,2023,2024",8233,64675,16,179,10466,21381,1274
nho,Latn,nho_Latn,Takuu,o,Ll,LATIN SMALL LETTER O,88255,7,"2017,2018,2020,2021,2022,2023,2024",6904,52934,26,193,8669,18463,1066
nho,Latn,nho_Latn,Takuu,n,Ll,LATIN SMALL LETTER N,76825,7,"2017,2018,2020,2021,2022,2023,2024",5436,48041,18,109,7175,15242,804
nho,Latn,nho_Latn,Takuu,k,Ll,LATIN SMALL LETTER K,70466,7,"2017,2018,2020,2021,2022,2023,2024",5547,42267,13,141,6878,14784,836
nho,Latn,nho_Latn,Takuu,u,Ll,LATIN SMALL LETTER U,62967,7,"2017,2018,2020,2021,2022,2023,2024",5141,37053,20,123,6333,13443,854
nho,Latn,nho_Latn,Takuu,m,Ll,LATIN SMALL LETTER M,48615,7,"2017,2018,2020,2021,2022,2023,2024",3565,28519,11,71,5599,10237,613
nho,Latn,nho_Latn,Takuu,r,Ll,LATIN SMALL LETTER R,42599,7,"2017,2018,2020,2021,2022,2023,2024",2877,26739,7,43,4872,7678,383
