iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
brx,Deva,brx_Deva,Bodo (India), ,Zs,SPACE,686787,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",238,207,1268,6626,11948,42158,55048,331749,142163,94116,1266
brx,Deva,brx_Deva,Bodo (India),ा,Mc,DEVANAGARI VOWEL SIGN AA,647804,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",224,175,1084,6276,11285,39606,50738,315902,134351,87074,1089
brx,Deva,brx_Deva,Bodo (India),न,Lo,DEVANAGARI LETTER NA,356050,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",119,102,725,3509,6448,21771,28099,170951,75429,48088,809
brx,Deva,brx_Deva,Bodo (India),ि,Mc,DEVANAGARI VOWEL SIGN I,306054,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",97,47,425,2568,4967,18546,23635,146450,69789,39027,503
brx,Deva,brx_Deva,Bodo (India),ो,Mc,DEVANAGARI VOWEL SIGN O,290876,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",76,102,618,3734,5495,17614,24321,140249,58212,39841,614
brx,Deva,brx_Deva,Bodo (India),र,Lo,DEVANAGARI LETTER RA,241473,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",84,46,251,2618,3523,14706,18771,118011,51882,31124,457
brx,Deva,brx_Deva,Bodo (India),ब,Lo,DEVANAGARI LETTER BA,179696,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",55,62,316,1463,3399,10840,14398,85799,38987,24162,215
brx,Deva,brx_Deva,Bodo (India),य,Lo,DEVANAGARI LETTER YA,161688,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",64,43,256,1793,2893,9961,12449,76324,35493,22145,267
brx,Deva,brx_Deva,Bodo (India),स,Lo,DEVANAGARI LETTER SA,153974,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",30,29,210,1307,2895,9156,12161,74083,33655,20195,253
brx,Deva,brx_Deva,Bodo (India),म,Lo,DEVANAGARI LETTER MA,133691,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",33,32,203,1337,2691,7989,10462,64790,27059,18847,248
brx,Deva,brx_Deva,Bodo (India),ं,Mn,DEVANAGARI SIGN ANUSVARA,122640,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",31,37,227,1172,2329,7748,9320,61989,23652,15931,204
brx,Deva,brx_Deva,Bodo (India),्,Mn,DEVANAGARI SIGN VIRAMA,119138,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",25,24,145,1048,1978,7193,7721,57064,28613,15184,143
brx,Deva,brx_Deva,Bodo (India),ग,Lo,DEVANAGARI LETTER GA,116728,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",33,34,168,1229,2020,7041,9407,55159,25850,15587,200
brx,Deva,brx_Deva,Bodo (India),ल,Lo,DEVANAGARI LETTER LA,108062,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",25,42,114,840,1824,6515,8002,52828,23737,13990,145
brx,Deva,brx_Deva,Bodo (India),ज,Lo,DEVANAGARI LETTER JA,105553,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",41,36,267,1060,1645,6411,8894,49680,22920,14406,193
brx,Deva,brx_Deva,Bodo (India),ख,Lo,DEVANAGARI LETTER KHA,99890,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",28,27,178,1234,1814,5943,7744,47713,21137,13888,184
brx,Deva,brx_Deva,Bodo (India),द,Lo,DEVANAGARI LETTER DA,98459,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",23,24,96,927,1389,6072,7378,48675,20300,13414,161
brx,Deva,brx_Deva,Bodo (India),े,Mn,DEVANAGARI VOWEL SIGN E,96570,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",30,26,108,1042,1746,5709,6845,43850,24229,12866,119
brx,Deva,brx_Deva,Bodo (India),थ,Lo,DEVANAGARI LETTER THA,90547,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",37,26,152,943,1524,5681,7415,44552,18465,11605,147
brx,Deva,brx_Deva,Bodo (India),ु,Mn,DEVANAGARI VOWEL SIGN U,88705,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",35,26,96,682,1207,5639,7023,44677,17619,11570,131
brx,Deva,brx_Deva,Bodo (India),व,Lo,DEVANAGARI LETTER VA,80164,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",44,19,58,634,1340,4928,6244,38941,17094,10719,143
brx,Deva,brx_Deva,Bodo (India),ह,Lo,DEVANAGARI LETTER HA,78151,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",30,14,104,833,1255,4870,5925,39296,15478,10233,113
brx,Deva,brx_Deva,Bodo (India),फ,Lo,DEVANAGARI LETTER PHA,78124,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",19,10,101,1027,1166,4809,6291,37266,17261,10014,160
brx,Deva,brx_Deva,Bodo (India),आ,Lo,DEVANAGARI LETTER AA,66341,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",12,28,114,649,909,4194,5201,33190,14153,7798,93
brx,Deva,brx_Deva,Bodo (India),ै,Mn,DEVANAGARI VOWEL SIGN AI,53650,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",7,20,142,358,1195,3312,4393,25250,11389,7509,75
brx,Deva,brx_Deva,Bodo (India),ौ,Mc,DEVANAGARI VOWEL SIGN AU,40090,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",9,10,98,491,757,2334,3002,19402,8235,5662,90
brx,Deva,brx_Deva,Bodo (India),।,Po,DEVANAGARI DANDA,34384,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",9,10,78,370,703,1975,2973,14823,7048,6333,62
brx,Deva,brx_Deva,Bodo (India),क,Lo,DEVANAGARI LETTER KA,30098,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",6,0,7,342,507,1825,2031,14632,7403,3295,50
