iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
sus,Latn,sus_Latn,Susu, ,Zs,SPACE,414605,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",2507,59,44333,3259,4223,1188,182420,42873,131219,2524
sus,Latn,sus_Latn,Susu,a,Ll,LATIN SMALL LETTER A,324157,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",2247,51,32271,2461,3187,857,146690,33127,101128,2138
sus,Latn,sus_Latn,Susu,n,Ll,LATIN SMALL LETTER N,171883,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",1162,32,17145,1258,1657,533,77370,17663,54042,1021
sus,Latn,sus_Latn,Susu,i,Ll,LATIN SMALL LETTER I,153397,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",1110,32,14024,1124,1860,362,69662,15807,48576,840
sus,Latn,sus_Latn,Susu,x,Ll,LATIN SMALL LETTER X,89934,9,"2013,2014,2017,2018,2019,2021,2022,2023,2024",576,14,8621,747,961,0,40656,9428,28364,567
sus,Latn,sus_Latn,Susu,e,Ll,LATIN SMALL LETTER E,80649,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",514,10,7853,850,747,316,36854,9374,23736,395
sus,Latn,sus_Latn,Susu,m,Ll,LATIN SMALL LETTER M,64414,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",449,6,6751,663,640,177,29248,6334,19776,370
sus,Latn,sus_Latn,Susu,r,Ll,LATIN SMALL LETTER R,60167,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",434,8,5324,430,559,180,28301,6422,18139,370
sus,Latn,sus_Latn,Susu,u,Ll,LATIN SMALL LETTER U,59717,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",438,14,6189,582,507,171,26875,6431,18157,353
sus,Latn,sus_Latn,Susu,ɛ,Ll,LATIN SMALL LETTER OPEN E,59617,9,"2013,2014,2017,2018,2019,2021,2022,2023,2024",416,3,4773,335,350,0,28351,6697,18347,345
sus,Latn,sus_Latn,Susu,b,Ll,LATIN SMALL LETTER B,47040,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",334,12,4366,305,546,135,21130,4922,14984,306
sus,Latn,sus_Latn,Susu,l,Ll,LATIN SMALL LETTER L,46476,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",249,11,4200,371,423,178,21792,4798,14172,282
sus,Latn,sus_Latn,Susu,o,Ll,LATIN SMALL LETTER O,39306,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",247,0,4449,397,719,204,16830,3742,12459,259
sus,Latn,sus_Latn,Susu,ɔ,Ll,LATIN SMALL LETTER OPEN O,37645,9,"2013,2014,2017,2018,2019,2021,2022,2023,2024",263,12,3440,197,346,0,17969,3619,11579,220
sus,Latn,sus_Latn,Susu,t,Ll,LATIN SMALL LETTER T,37057,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",280,4,3410,309,496,134,17342,3836,11016,230
sus,Latn,sus_Latn,Susu,s,Ll,LATIN SMALL LETTER S,36885,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",327,7,3027,224,623,56,17016,4122,11268,215
sus,Latn,sus_Latn,Susu,",",Po,COMMA,34400,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",167,5,3202,126,330,148,15484,3942,10782,214
sus,Latn,sus_Latn,Susu,y,Ll,LATIN SMALL LETTER Y,34250,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",320,3,2965,176,315,28,15908,3659,10716,160
sus,Latn,sus_Latn,Susu,f,Ll,LATIN SMALL LETTER F,30685,10,"2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",224,3,3408,231,350,99,13431,2841,9925,173
