iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency
mwf,Latn,mwf_Latn,Murrinh-Patha,a,Ll,LATIN SMALL LETTER A,322,1,2014,322
mwf,Latn,mwf_Latn,Murrinh-Patha, ,Zs,SPACE,310,1,2014,310
mwf,Latn,mwf_Latn,Murrinh-Patha,n,Ll,LATIN SMALL LETTER N,244,1,2014,244
mwf,Latn,mwf_Latn,Murrinh-Patha,r,Ll,LATIN SMALL LETTER R,196,1,2014,196
mwf,Latn,mwf_Latn,Murrinh-Patha,u,Ll,LATIN SMALL LETTER U,162,1,2014,162
mwf,Latn,mwf_Latn,Murrinh-Patha,i,Ll,LATIN SMALL LETTER I,147,1,2014,147
mwf,Latn,mwf_Latn,Murrinh-Patha,e,Ll,LATIN SMALL LETTER E,124,1,2014,124
mwf,Latn,mwf_Latn,Murrinh-Patha,h,Ll,LATIN SMALL LETTER H,107,1,2014,107
mwf,Latn,mwf_Latn,Murrinh-Patha,m,Ll,LATIN SMALL LETTER M,100,1,2014,100
mwf,Latn,mwf_Latn,Murrinh-Patha,t,Ll,LATIN SMALL LETTER T,97,1,2014,97
mwf,Latn,mwf_Latn,Murrinh-Patha,p,Ll,LATIN SMALL LETTER P,84,1,2014,84
mwf,Latn,mwf_Latn,Murrinh-Patha,g,Ll,LATIN SMALL LETTER G,71,1,2014,71
mwf,Latn,mwf_Latn,Murrinh-Patha,d,Ll,LATIN SMALL LETTER D,70,1,2014,70
mwf,Latn,mwf_Latn,Murrinh-Patha,k,Ll,LATIN SMALL LETTER K,68,1,2014,68
mwf,Latn,mwf_Latn,Murrinh-Patha,-,Pd,HYPHEN-MINUS,63,1,2014,63
mwf,Latn,mwf_Latn,Murrinh-Patha,l,Ll,LATIN SMALL LETTER L,37,1,2014,37
mwf,Latn,mwf_Latn,Murrinh-Patha,w,Ll,LATIN SMALL LETTER W,36,1,2014,36
mwf,Latn,mwf_Latn,Murrinh-Patha,y,Ll,LATIN SMALL LETTER Y,27,1,2014,27
mwf,Latn,mwf_Latn,Murrinh-Patha,.,Po,FULL STOP,26,1,2014,26
mwf,Latn,mwf_Latn,Murrinh-Patha,o,Ll,LATIN SMALL LETTER O,16,1,2014,16
mwf,Latn,mwf_Latn,Murrinh-Patha,b,Ll,LATIN SMALL LETTER B,16,1,2014,16
mwf,Latn,mwf_Latn,Murrinh-Patha,B,Lu,LATIN CAPITAL LETTER B,13,1,2014,13
mwf,Latn,mwf_Latn,Murrinh-Patha,I,Lu,LATIN CAPITAL LETTER I,12,1,2014,12
mwf,Latn,mwf_Latn,Murrinh-Patha,",",Po,COMMA,11,1,2014,11
mwf,Latn,mwf_Latn,Murrinh-Patha,M,Lu,LATIN CAPITAL LETTER M,9,1,2014,9
mwf,Latn,mwf_Latn,Murrinh-Patha,Y,Lu,LATIN CAPITAL LETTER Y,8,1,2014,8
mwf,Latn,mwf_Latn,Murrinh-Patha,f,Ll,LATIN SMALL LETTER F,7,1,2014,7
mwf,Latn,mwf_Latn,Murrinh-Patha,1,Nd,DIGIT ONE,5,1,2014,5
mwf,Latn,mwf_Latn,Murrinh-Patha,s,Ll,LATIN SMALL LETTER S,5,1,2014,5
mwf,Latn,mwf_Latn,Murrinh-Patha,“,Pi,LEFT DOUBLE QUOTATION MARK,4,1,2014,4
mwf,Latn,mwf_Latn,Murrinh-Patha,”,Pf,RIGHT DOUBLE QUOTATION MARK,4,1,2014,4
mwf,Latn,mwf_Latn,Murrinh-Patha,/,Po,SOLIDUS,4,1,2014,4
mwf,Latn,mwf_Latn,Murrinh-Patha,T,Lu,LATIN CAPITAL LETTER T,4,1,2014,4
mwf,Latn,mwf_Latn,Murrinh-Patha,K,Lu,LATIN CAPITAL LETTER K,4,1,2014,4
mwf,Latn,mwf_Latn,Murrinh-Patha,P,Lu,LATIN CAPITAL LETTER P,3,1,2014,3
mwf,Latn,mwf_Latn,Murrinh-Patha,:,Po,COLON,3,1,2014,3
mwf,Latn,mwf_Latn,Murrinh-Patha,N,Lu,LATIN CAPITAL LETTER N,3,1,2014,3
mwf,Latn,mwf_Latn,Murrinh-Patha,|,Sm,VERTICAL LINE,2,1,2014,2
mwf,Latn,mwf_Latn,Murrinh-Patha,G,Lu,LATIN CAPITAL LETTER G,2,1,2014,2
mwf,Latn,mwf_Latn,Murrinh-Patha,_,Pc,LOW LINE,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,W,Lu,LATIN CAPITAL LETTER W,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,C,Lu,LATIN CAPITAL LETTER C,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,E,Lu,LATIN CAPITAL LETTER E,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,S,Lu,LATIN CAPITAL LETTER S,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,(,Ps,LEFT PARENTHESIS,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,c,Ll,LATIN SMALL LETTER C,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,D,Lu,LATIN CAPITAL LETTER D,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,9,Nd,DIGIT NINE,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,),Pe,RIGHT PARENTHESIS,1,1,2014,1
mwf,Latn,mwf_Latn,Murrinh-Patha,O,Lu,LATIN CAPITAL LETTER O,1,1,2014,1
