iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
fat,Latn,fat_Latn,Fanti, ,Zs,SPACE,233324,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",59,5768,64,1985,2499,39213,13245,104722,7612,45644,12513
fat,Latn,fat_Latn,Fanti,a,Ll,LATIN SMALL LETTER A,123553,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",34,3268,29,40,1234,20310,6520,57730,909,26403,7076
fat,Latn,fat_Latn,Fanti,n,Ll,LATIN SMALL LETTER N,92606,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",15,2330,21,927,897,15305,5293,44061,699,18406,4652
fat,Latn,fat_Latn,Fanti,o,Ll,LATIN SMALL LETTER O,70220,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",19,2134,10,549,1034,12495,4630,29827,2576,13434,3512
fat,Latn,fat_Latn,Fanti,e,Ll,LATIN SMALL LETTER E,65963,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",16,1975,27,420,788,11224,4294,28397,818,14426,3578
fat,Latn,fat_Latn,Fanti,m,Ll,LATIN SMALL LETTER M,45644,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",16,1113,11,468,443,7130,2294,21541,454,9644,2530
fat,Latn,fat_Latn,Fanti,i,Ll,LATIN SMALL LETTER I,45371,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",3,1347,16,454,550,7837,2703,20098,524,9163,2676
fat,Latn,fat_Latn,Fanti,ɛ,Ll,LATIN SMALL LETTER OPEN E,41656,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",0,298,11,353,108,8106,2295,21480,240,6950,1815
fat,Latn,fat_Latn,Fanti,y,Ll,LATIN SMALL LETTER Y,38236,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",7,861,6,353,348,7047,2357,19149,198,6344,1566
fat,Latn,fat_Latn,Fanti,d,Ll,LATIN SMALL LETTER D,37203,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2,1031,11,372,462,6403,1975,17621,319,7269,1738
fat,Latn,fat_Latn,Fanti,s,Ll,LATIN SMALL LETTER S,36995,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",18,1058,5,260,565,6504,2585,15674,304,7686,2336
fat,Latn,fat_Latn,Fanti,w,Ll,LATIN SMALL LETTER W,32545,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",5,831,11,356,326,5991,1816,14782,172,6409,1846
fat,Latn,fat_Latn,Fanti,r,Ll,LATIN SMALL LETTER R,30141,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",17,986,6,203,416,5110,1928,12803,415,6389,1868
fat,Latn,fat_Latn,Fanti,b,Ll,LATIN SMALL LETTER B,28680,11,"2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2,681,5,297,282,5357,1612,13594,220,5362,1268
