iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2019_frequency
tbw,Latn,tbw_Latn,Tagbanwa,a,Ll,LATIN SMALL LETTER A,949,1,2019,949
tbw,Latn,tbw_Latn,Tagbanwa, ,Zs,SPACE,880,1,2019,880
tbw,Latn,tbw_Latn,Tagbanwa,n,Ll,LATIN SMALL LETTER N,439,1,2019,439
tbw,Latn,tbw_Latn,Tagbanwa,g,Ll,LATIN SMALL LETTER G,404,1,2019,404
tbw,Latn,tbw_Latn,Tagbanwa,i,Ll,LATIN SMALL LETTER I,357,1,2019,357
tbw,Latn,tbw_Latn,Tagbanwa,u,Ll,LATIN SMALL LETTER U,268,1,2019,268
tbw,Latn,tbw_Latn,Tagbanwa,m,Ll,LATIN SMALL LETTER M,237,1,2019,237
tbw,Latn,tbw_Latn,Tagbanwa,t,Ll,LATIN SMALL LETTER T,220,1,2019,220
tbw,Latn,tbw_Latn,Tagbanwa,y,Ll,LATIN SMALL LETTER Y,207,1,2019,207
tbw,Latn,tbw_Latn,Tagbanwa,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,147,1,2019,147
tbw,Latn,tbw_Latn,Tagbanwa,k,Ll,LATIN SMALL LETTER K,140,1,2019,140
tbw,Latn,tbw_Latn,Tagbanwa,e,Ll,LATIN SMALL LETTER E,134,1,2019,134
tbw,Latn,tbw_Latn,Tagbanwa,s,Ll,LATIN SMALL LETTER S,120,1,2019,120
tbw,Latn,tbw_Latn,Tagbanwa,l,Ll,LATIN SMALL LETTER L,109,1,2019,109
tbw,Latn,tbw_Latn,Tagbanwa,w,Ll,LATIN SMALL LETTER W,105,1,2019,105
tbw,Latn,tbw_Latn,Tagbanwa,b,Ll,LATIN SMALL LETTER B,104,1,2019,104
tbw,Latn,tbw_Latn,Tagbanwa,d,Ll,LATIN SMALL LETTER D,86,1,2019,86
tbw,Latn,tbw_Latn,Tagbanwa,p,Ll,LATIN SMALL LETTER P,78,1,2019,78
tbw,Latn,tbw_Latn,Tagbanwa,",",Po,COMMA,77,1,2019,77
tbw,Latn,tbw_Latn,Tagbanwa,.,Po,FULL STOP,70,1,2019,70
tbw,Latn,tbw_Latn,Tagbanwa,r,Ll,LATIN SMALL LETTER R,64,1,2019,64
tbw,Latn,tbw_Latn,Tagbanwa,D,Lu,LATIN CAPITAL LETTER D,29,1,2019,29
tbw,Latn,tbw_Latn,Tagbanwa,-,Pd,HYPHEN-MINUS,28,1,2019,28
tbw,Latn,tbw_Latn,Tagbanwa,A,Lu,LATIN CAPITAL LETTER A,24,1,2019,24
tbw,Latn,tbw_Latn,Tagbanwa,I,Lu,LATIN CAPITAL LETTER I,20,1,2019,20
tbw,Latn,tbw_Latn,Tagbanwa,1,Nd,DIGIT ONE,15,1,2019,15
tbw,Latn,tbw_Latn,Tagbanwa,B,Lu,LATIN CAPITAL LETTER B,13,1,2019,13
tbw,Latn,tbw_Latn,Tagbanwa,2,Nd,DIGIT TWO,13,1,2019,13
tbw,Latn,tbw_Latn,Tagbanwa,“,Pi,LEFT DOUBLE QUOTATION MARK,10,1,2019,10
tbw,Latn,tbw_Latn,Tagbanwa,”,Pf,RIGHT DOUBLE QUOTATION MARK,10,1,2019,10
tbw,Latn,tbw_Latn,Tagbanwa,M,Lu,LATIN CAPITAL LETTER M,9,1,2019,9
tbw,Latn,tbw_Latn,Tagbanwa,T,Lu,LATIN CAPITAL LETTER T,8,1,2019,8
tbw,Latn,tbw_Latn,Tagbanwa,N,Lu,LATIN CAPITAL LETTER N,7,1,2019,7
tbw,Latn,tbw_Latn,Tagbanwa,P,Lu,LATIN CAPITAL LETTER P,7,1,2019,7
tbw,Latn,tbw_Latn,Tagbanwa,0,Nd,DIGIT ZERO,6,1,2019,6
tbw,Latn,tbw_Latn,Tagbanwa,E,Lu,LATIN CAPITAL LETTER E,5,1,2019,5
tbw,Latn,tbw_Latn,Tagbanwa,3,Nd,DIGIT THREE,5,1,2019,5
tbw,Latn,tbw_Latn,Tagbanwa,G,Lu,LATIN CAPITAL LETTER G,4,1,2019,4
tbw,Latn,tbw_Latn,Tagbanwa,4,Nd,DIGIT FOUR,4,1,2019,4
tbw,Latn,tbw_Latn,Tagbanwa,S,Lu,LATIN CAPITAL LETTER S,4,1,2019,4
tbw,Latn,tbw_Latn,Tagbanwa,6,Nd,DIGIT SIX,3,1,2019,3
tbw,Latn,tbw_Latn,Tagbanwa,5,Nd,DIGIT FIVE,3,1,2019,3
tbw,Latn,tbw_Latn,Tagbanwa,7,Nd,DIGIT SEVEN,3,1,2019,3
tbw,Latn,tbw_Latn,Tagbanwa,8,Nd,DIGIT EIGHT,3,1,2019,3
tbw,Latn,tbw_Latn,Tagbanwa,9,Nd,DIGIT NINE,3,1,2019,3
tbw,Latn,tbw_Latn,Tagbanwa,C,Lu,LATIN CAPITAL LETTER C,1,1,2019,1
tbw,Latn,tbw_Latn,Tagbanwa,o,Ll,LATIN SMALL LETTER O,1,1,2019,1
tbw,Latn,tbw_Latn,Tagbanwa,],Pe,RIGHT SQUARE BRACKET,1,1,2019,1
tbw,Latn,tbw_Latn,Tagbanwa,[,Ps,LEFT SQUARE BRACKET,1,1,2019,1
tbw,Latn,tbw_Latn,Tagbanwa,L,Lu,LATIN CAPITAL LETTER L,1,1,2019,1
