iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
tsg,Latn,tsg_Latn,Tausug,a,Ll,LATIN SMALL LETTER A,154086,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2587,579,2084,21425,96548,3753,14812,3768,7178,1352
tsg,Latn,tsg_Latn,Tausug, ,Zs,SPACE,138257,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2292,656,1919,20632,85308,3035,13718,3162,6356,1179
tsg,Latn,tsg_Latn,Tausug,n,Ll,LATIN SMALL LETTER N,80617,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",1087,264,1216,11107,50799,1910,7632,1838,4144,620
tsg,Latn,tsg_Latn,Tausug,i,Ll,LATIN SMALL LETTER I,67449,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",1212,251,939,9224,40999,1465,6794,1748,4152,665
tsg,Latn,tsg_Latn,Tausug,u,Ll,LATIN SMALL LETTER U,51600,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",652,163,703,6846,34255,1130,4265,1048,2127,411
tsg,Latn,tsg_Latn,Tausug,s,Ll,LATIN SMALL LETTER S,30917,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",525,109,387,4868,18077,665,3155,850,1975,306
tsg,Latn,tsg_Latn,Tausug,g,Ll,LATIN SMALL LETTER G,28626,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",476,66,381,4206,18560,681,2034,693,1346,183
tsg,Latn,tsg_Latn,Tausug,m,Ll,LATIN SMALL LETTER M,27407,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",453,83,391,3846,17601,729,2418,572,986,328
tsg,Latn,tsg_Latn,Tausug,y,Ll,LATIN SMALL LETTER Y,23761,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",541,99,235,2742,16354,482,1884,445,812,167
tsg,Latn,tsg_Latn,Tausug,t,Ll,LATIN SMALL LETTER T,23082,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",361,84,297,4569,13094,540,2211,554,1144,228
