iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
min,Latn,min_Latn,Minangkabau,a,Ll,LATIN SMALL LETTER A,451723,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",12820,18906,118758,73643,31025,26162,35006,58338,34886,23775,18404
min,Latn,min_Latn,Minangkabau, ,Zs,SPACE,381879,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",9978,15914,90728,58528,27871,23285,30764,51534,38150,19323,15804
min,Latn,min_Latn,Minangkabau,n,Ll,LATIN SMALL LETTER N,202916,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5580,8480,50893,32436,13928,12373,15440,26678,17647,10821,8640
min,Latn,min_Latn,Minangkabau,i,Ll,LATIN SMALL LETTER I,152135,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",4145,5736,35288,22889,10678,9691,13005,21797,14600,7943,6363
min,Latn,min_Latn,Minangkabau,k,Ll,LATIN SMALL LETTER K,129293,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",3727,5942,36511,22911,9505,6341,9546,15061,8469,6390,4890
min,Latn,min_Latn,Minangkabau,u,Ll,LATIN SMALL LETTER U,113483,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",3302,4679,27928,17442,8614,6741,8906,14824,9924,6173,4950
min,Latn,min_Latn,Minangkabau,o,Ll,LATIN SMALL LETTER O,97307,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2393,4513,23778,16098,7970,5937,7413,13093,8395,4011,3706
min,Latn,min_Latn,Minangkabau,t,Ll,LATIN SMALL LETTER T,86055,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2190,3814,21357,13569,5599,5170,6508,11592,7963,4455,3838
min,Latn,min_Latn,Minangkabau,m,Ll,LATIN SMALL LETTER M,75680,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2040,3004,17774,11568,5455,4603,6120,10451,7364,4116,3185
min,Latn,min_Latn,Minangkabau,g,Ll,LATIN SMALL LETTER G,74574,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2087,3161,17125,10952,6020,4779,5420,10001,7793,4152,3084
