iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2019_frequency
ksf,Latn,ksf_Latn,Bafia, ,Zs,SPACE,525,1,2019,525
ksf,Latn,ksf_Latn,Bafia,a,Ll,LATIN SMALL LETTER A,211,1,2019,211
ksf,Latn,ksf_Latn,Bafia,i,Ll,LATIN SMALL LETTER I,160,1,2019,160
ksf,Latn,ksf_Latn,Bafia,y,Ll,LATIN SMALL LETTER Y,151,1,2019,151
ksf,Latn,ksf_Latn,Bafia,ɛ,Ll,LATIN SMALL LETTER OPEN E,136,1,2019,136
ksf,Latn,ksf_Latn,Bafia,à,Ll,LATIN SMALL LETTER A WITH GRAVE,106,1,2019,106
ksf,Latn,ksf_Latn,Bafia,ɓ,Ll,LATIN SMALL LETTER B WITH HOOK,92,1,2019,92
ksf,Latn,ksf_Latn,Bafia,n,Ll,LATIN SMALL LETTER N,89,1,2019,89
ksf,Latn,ksf_Latn,Bafia,ì,Ll,LATIN SMALL LETTER I WITH GRAVE,65,1,2019,65
ksf,Latn,ksf_Latn,Bafia,r,Ll,LATIN SMALL LETTER R,65,1,2019,65
ksf,Latn,ksf_Latn,Bafia,l,Ll,LATIN SMALL LETTER L,64,1,2019,64
ksf,Latn,ksf_Latn,Bafia,s,Ll,LATIN SMALL LETTER S,63,1,2019,63
ksf,Latn,ksf_Latn,Bafia,m,Ll,LATIN SMALL LETTER M,58,1,2019,58
ksf,Latn,ksf_Latn,Bafia,̀,Mn,COMBINING GRAVE ACCENT,48,1,2019,48
ksf,Latn,ksf_Latn,Bafia,k,Ll,LATIN SMALL LETTER K,47,1,2019,47
ksf,Latn,ksf_Latn,Bafia,",",Po,COMMA,46,1,2019,46
ksf,Latn,ksf_Latn,Bafia,o,Ll,LATIN SMALL LETTER O,42,1,2019,42
ksf,Latn,ksf_Latn,Bafia,ɗ,Ll,LATIN SMALL LETTER D WITH HOOK,41,1,2019,41
ksf,Latn,ksf_Latn,Bafia,ɔ,Ll,LATIN SMALL LETTER OPEN O,39,1,2019,39
ksf,Latn,ksf_Latn,Bafia,e,Ll,LATIN SMALL LETTER E,39,1,2019,39
ksf,Latn,ksf_Latn,Bafia,g,Ll,LATIN SMALL LETTER G,35,1,2019,35
ksf,Latn,ksf_Latn,Bafia,t,Ll,LATIN SMALL LETTER T,35,1,2019,35
ksf,Latn,ksf_Latn,Bafia,u,Ll,LATIN SMALL LETTER U,30,1,2019,30
ksf,Latn,ksf_Latn,Bafia,Y,Lu,LATIN CAPITAL LETTER Y,26,1,2019,26
ksf,Latn,ksf_Latn,Bafia,A,Lu,LATIN CAPITAL LETTER A,22,1,2019,22
ksf,Latn,ksf_Latn,Bafia,h,Ll,LATIN SMALL LETTER H,18,1,2019,18
ksf,Latn,ksf_Latn,Bafia,ŋ,Ll,LATIN SMALL LETTER ENG,18,1,2019,18
ksf,Latn,ksf_Latn,Bafia,f,Ll,LATIN SMALL LETTER F,15,1,2019,15
ksf,Latn,ksf_Latn,Bafia,;,Po,SEMICOLON,15,1,2019,15
ksf,Latn,ksf_Latn,Bafia,.,Po,FULL STOP,14,1,2019,14
ksf,Latn,ksf_Latn,Bafia,d,Ll,LATIN SMALL LETTER D,14,1,2019,14
ksf,Latn,ksf_Latn,Bafia,1,Nd,DIGIT ONE,14,1,2019,14
ksf,Latn,ksf_Latn,Bafia,z,Ll,LATIN SMALL LETTER Z,13,1,2019,13
ksf,Latn,ksf_Latn,Bafia,w,Ll,LATIN SMALL LETTER W,12,1,2019,12
ksf,Latn,ksf_Latn,Bafia,K,Lu,LATIN CAPITAL LETTER K,12,1,2019,12
ksf,Latn,ksf_Latn,Bafia,ǹ,Ll,LATIN SMALL LETTER N WITH GRAVE,10,1,2019,10
ksf,Latn,ksf_Latn,Bafia,b,Ll,LATIN SMALL LETTER B,10,1,2019,10
ksf,Latn,ksf_Latn,Bafia,E,Lu,LATIN CAPITAL LETTER E,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,Z,Lu,LATIN CAPITAL LETTER Z,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,M,Lu,LATIN CAPITAL LETTER M,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,p,Ll,LATIN SMALL LETTER P,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,2,Nd,DIGIT TWO,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,ò,Ll,LATIN SMALL LETTER O WITH GRAVE,9,1,2019,9
ksf,Latn,ksf_Latn,Bafia,R,Lu,LATIN CAPITAL LETTER R,8,1,2019,8
ksf,Latn,ksf_Latn,Bafia,S,Lu,LATIN CAPITAL LETTER S,8,1,2019,8
ksf,Latn,ksf_Latn,Bafia,I,Lu,LATIN CAPITAL LETTER I,7,1,2019,7
