iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2019_frequency,year_2022_frequency,year_2023_frequency
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,a,Ll,LATIN SMALL LETTER A,14029,3,"2019,2022,2023",1383,8378,4268
tnc,Latn,tnc_Latn,Tanimuca-Retuarã, ,Zs,SPACE,9045,3,"2019,2022,2023",945,5293,2807
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,i,Ll,LATIN SMALL LETTER I,8081,3,"2019,2022,2023",784,4852,2445
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,r,Ll,LATIN SMALL LETTER R,6500,3,"2019,2022,2023",719,3799,1982
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,k,Ll,LATIN SMALL LETTER K,4543,3,"2019,2022,2023",601,2631,1311
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,e,Ll,LATIN SMALL LETTER E,3932,3,"2019,2022,2023",538,2164,1230
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,j,Ll,LATIN SMALL LETTER J,3464,3,"2019,2022,2023",268,2104,1092
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,m,Ll,LATIN SMALL LETTER M,3298,3,"2019,2022,2023",292,2098,908
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ᵽ,Ll,LATIN SMALL LETTER P WITH STROKE,2848,3,"2019,2022,2023",259,1703,886
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ã,Ll,LATIN SMALL LETTER A WITH TILDE,2794,3,"2019,2022,2023",285,1703,806
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,u,Ll,LATIN SMALL LETTER U,2706,3,"2019,2022,2023",196,1755,755
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,o,Ll,LATIN SMALL LETTER O,2135,3,"2019,2022,2023",256,1082,797
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,',Po,APOSTROPHE,1998,2,"2022,2023",0,1316,682
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,y,Ll,LATIN SMALL LETTER Y,1709,3,"2019,2022,2023",90,1047,572
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,t,Ll,LATIN SMALL LETTER T,1659,3,"2019,2022,2023",188,934,537
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,b,Ll,LATIN SMALL LETTER B,1455,3,"2019,2022,2023",121,883,451
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,s,Ll,LATIN SMALL LETTER S,1341,3,"2019,2022,2023",128,718,495
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ĩ,Ll,LATIN SMALL LETTER I WITH TILDE,1164,3,"2019,2022,2023",118,734,312
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,.,Po,FULL STOP,920,3,"2019,2022,2023",122,518,280
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,",",Po,COMMA,886,3,"2019,2022,2023",91,533,262
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,w,Ll,LATIN SMALL LETTER W,692,3,"2019,2022,2023",87,422,183
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,n,Ll,LATIN SMALL LETTER N,592,3,"2019,2022,2023",101,252,239
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,518,3,"2019,2022,2023",38,331,149
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,õ,Ll,LATIN SMALL LETTER O WITH TILDE,435,3,"2019,2022,2023",80,240,115
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,T,Lu,LATIN CAPITAL LETTER T,406,3,"2019,2022,2023",33,268,105
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ũ,Ll,LATIN SMALL LETTER U WITH TILDE,378,3,"2019,2022,2023",31,230,117
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,I,Lu,LATIN CAPITAL LETTER I,323,3,"2019,2022,2023",30,203,90
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,275,1,2019,275,0,0
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,J,Lu,LATIN CAPITAL LETTER J,270,3,"2019,2022,2023",57,103,110
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,“,Pi,LEFT DOUBLE QUOTATION MARK,265,3,"2019,2022,2023",9,179,77
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,”,Pf,RIGHT DOUBLE QUOTATION MARK,265,3,"2019,2022,2023",9,179,77
tnc,Latn,tnc_Latn,Tanimuca-Retuarã,1,Nd,DIGIT ONE,236,3,"2019,2022,2023",54,115,67
