iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
gcr,Latn,gcr_Latn,Guianese Creole French, ,Zs,SPACE,138877,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",351,4958,4262,2793,19567,73351,4844,16781,3485,8485
gcr,Latn,gcr_Latn,Guianese Creole French,a,Ll,LATIN SMALL LETTER A,72199,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",132,2311,1853,1510,10482,38759,2695,9491,1499,3467
gcr,Latn,gcr_Latn,Guianese Creole French,n,Ll,LATIN SMALL LETTER N,63856,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",135,2050,1609,1323,9830,35416,2208,7077,1383,2825
gcr,Latn,gcr_Latn,Guianese Creole French,i,Ll,LATIN SMALL LETTER I,56743,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",76,1121,1228,1015,8429,33338,1938,6667,1104,1827
gcr,Latn,gcr_Latn,Guianese Creole French,o,Ll,LATIN SMALL LETTER O,44425,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",121,1629,1375,947,6237,24483,1421,4795,1083,2334
gcr,Latn,gcr_Latn,Guianese Creole French,é,Ll,LATIN SMALL LETTER E WITH ACUTE,39026,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",92,1644,1246,838,5390,21080,1273,3989,1009,2465
gcr,Latn,gcr_Latn,Guianese Creole French,r,Ll,LATIN SMALL LETTER R,32893,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",40,815,703,615,4852,18803,1181,4085,649,1150
gcr,Latn,gcr_Latn,Guianese Creole French,s,Ll,LATIN SMALL LETTER S,30691,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",58,902,653,599,4719,18047,914,2938,628,1233
gcr,Latn,gcr_Latn,Guianese Creole French,k,Ll,LATIN SMALL LETTER K,30426,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",54,830,808,610,4253,17190,1075,3435,605,1566
gcr,Latn,gcr_Latn,Guianese Creole French,t,Ll,LATIN SMALL LETTER T,27762,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",62,866,620,495,4324,15803,830,2723,739,1300
gcr,Latn,gcr_Latn,Guianese Creole French,d,Ll,LATIN SMALL LETTER D,24650,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",24,441,385,383,3653,14316,983,3489,422,554
gcr,Latn,gcr_Latn,Guianese Creole French,l,Ll,LATIN SMALL LETTER L,24042,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",49,636,510,451,3630,13403,944,3053,642,724
gcr,Latn,gcr_Latn,Guianese Creole French,p,Ll,LATIN SMALL LETTER P,18536,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",45,719,524,371,2680,10226,572,1813,410,1176
gcr,Latn,gcr_Latn,Guianese Creole French,u,Ll,LATIN SMALL LETTER U,17461,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",70,933,843,443,2323,8301,570,2048,564,1366
gcr,Latn,gcr_Latn,Guianese Creole French,m,Ll,LATIN SMALL LETTER M,17359,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",27,529,437,284,2546,10016,558,1836,449,677
gcr,Latn,gcr_Latn,Guianese Creole French,y,Ll,LATIN SMALL LETTER Y,16619,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",16,567,395,358,2222,9420,609,1837,333,862
gcr,Latn,gcr_Latn,Guianese Creole French,è,Ll,LATIN SMALL LETTER E WITH GRAVE,14133,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",13,204,326,289,1935,8494,414,1427,296,735
gcr,Latn,gcr_Latn,Guianese Creole French,e,Ll,LATIN SMALL LETTER E,14057,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",21,357,299,214,2545,6780,567,2286,523,465
gcr,Latn,gcr_Latn,Guianese Creole French,-,Pd,HYPHEN-MINUS,11272,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5,158,230,234,1593,6341,417,1713,162,419
gcr,Latn,gcr_Latn,Guianese Creole French,",",Po,COMMA,8081,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",25,280,173,145,1311,4465,214,732,222,514
gcr,Latn,gcr_Latn,Guianese Creole French,f,Ll,LATIN SMALL LETTER F,7993,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",19,224,138,158,1098,4479,307,1005,153,412
gcr,Latn,gcr_Latn,Guianese Creole French,v,Ll,LATIN SMALL LETTER V,7816,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",17,232,350,200,1064,3937,300,1015,173,528
gcr,Latn,gcr_Latn,Guianese Creole French,ò,Ll,LATIN SMALL LETTER O WITH GRAVE,6918,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,125,147,114,997,3958,238,737,146,456
gcr,Latn,gcr_Latn,Guianese Creole French,.,Po,FULL STOP,6915,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",22,371,298,119,897,3360,259,940,213,436
gcr,Latn,gcr_Latn,Guianese Creole French,b,Ll,LATIN SMALL LETTER B,6890,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",7,225,276,165,952,3792,202,698,143,430
gcr,Latn,gcr_Latn,Guianese Creole French,g,Ll,LATIN SMALL LETTER G,6331,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",13,224,131,119,904,3483,254,859,139,205
gcr,Latn,gcr_Latn,Guianese Creole French,j,Ll,LATIN SMALL LETTER J,5798,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",8,149,170,121,838,3122,206,752,131,301
gcr,Latn,gcr_Latn,Guianese Creole French,z,Ll,LATIN SMALL LETTER Z,5548,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",8,167,100,84,897,3186,163,550,120,273
gcr,Latn,gcr_Latn,Guianese Creole French,w,Ll,LATIN SMALL LETTER W,4948,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",10,183,82,84,725,2654,209,647,141,213
gcr,Latn,gcr_Latn,Guianese Creole French,h,Ll,LATIN SMALL LETTER H,4396,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",11,122,86,63,500,2031,220,1086,80,197
gcr,Latn,gcr_Latn,Guianese Creole French,c,Ll,LATIN SMALL LETTER C,4145,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",13,124,99,74,666,1988,160,715,102,204
gcr,Latn,gcr_Latn,Guianese Creole French,L,Lu,LATIN CAPITAL LETTER L,2744,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",20,159,90,73,527,1315,112,350,69,29
gcr,Latn,gcr_Latn,Guianese Creole French,A,Lu,LATIN CAPITAL LETTER A,2491,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",35,254,111,35,269,975,133,487,64,128
gcr,Latn,gcr_Latn,Guianese Creole French,1,Nd,DIGIT ONE,1952,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,43,84,21,166,733,138,528,45,194
gcr,Latn,gcr_Latn,Guianese Creole French,S,Lu,LATIN CAPITAL LETTER S,1767,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1,81,58,23,226,806,91,361,46,74
gcr,Latn,gcr_Latn,Guianese Creole French,à,Ll,LATIN SMALL LETTER A WITH GRAVE,1604,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,0,1,21,236,890,75,356,23,1
gcr,Latn,gcr_Latn,Guianese Creole French,0,Nd,DIGIT ZERO,1403,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",9,78,28,33,252,723,68,158,23,31
gcr,Latn,gcr_Latn,Guianese Creole French,),Pe,RIGHT PARENTHESIS,1380,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5,74,36,18,186,836,29,122,14,60
gcr,Latn,gcr_Latn,Guianese Creole French,(,Ps,LEFT PARENTHESIS,1367,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5,70,32,18,187,837,30,122,14,52
gcr,Latn,gcr_Latn,Guianese Creole French,P,Lu,LATIN CAPITAL LETTER P,1349,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",23,83,67,48,155,576,46,165,50,136
gcr,Latn,gcr_Latn,Guianese Creole French,M,Lu,LATIN CAPITAL LETTER M,1292,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5,107,44,29,115,494,42,298,64,94
gcr,Latn,gcr_Latn,Guianese Creole French,I,Lu,LATIN CAPITAL LETTER I,1277,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",19,166,51,13,79,428,76,340,51,54
gcr,Latn,gcr_Latn,Guianese Creole French,K,Lu,LATIN CAPITAL LETTER K,1198,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,54,55,37,169,489,50,232,24,84
gcr,Latn,gcr_Latn,Guianese Creole French,2,Nd,DIGIT TWO,1104,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2,42,43,15,143,406,67,235,26,125
gcr,Latn,gcr_Latn,Guianese Creole French,N,Lu,LATIN CAPITAL LETTER N,1004,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",32,250,43,18,98,347,28,93,53,42
gcr,Latn,gcr_Latn,Guianese Creole French,|,Sm,VERTICAL LINE,985,5,"2019,2020,2021,2022,2023",0,0,0,0,52,727,49,152,5,0
gcr,Latn,gcr_Latn,Guianese Creole French,D,Lu,LATIN CAPITAL LETTER D,947,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1,40,10,17,131,441,46,193,32,36
gcr,Latn,gcr_Latn,Guianese Creole French,:,Po,COLON,947,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",3,18,67,10,71,272,54,268,60,124
