iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency
mbj,Latn,mbj_Latn,Nadëb, ,Zs,SPACE,73356,4,"2014,2019,2020,2021",4263,41013,785,27295
mbj,Latn,mbj_Latn,Nadëb,a,Ll,LATIN SMALL LETTER A,26358,4,"2014,2019,2020,2021",2209,22565,449,1135
mbj,Latn,mbj_Latn,Nadëb,n,Ll,LATIN SMALL LETTER N,16150,4,"2014,2019,2020,2021",950,7556,155,7489
mbj,Latn,mbj_Latn,Nadëb,h,Ll,LATIN SMALL LETTER H,15321,4,"2014,2019,2020,2021",1216,11890,241,1974
mbj,Latn,mbj_Latn,Nadëb,o,Ll,LATIN SMALL LETTER O,14194,4,"2014,2019,2020,2021",1191,11671,229,1103
mbj,Latn,mbj_Latn,Nadëb,y,Ll,LATIN SMALL LETTER Y,13480,4,"2014,2019,2020,2021",530,6155,167,6628
mbj,Latn,mbj_Latn,Nadëb,d,Ll,LATIN SMALL LETTER D,10767,4,"2014,2019,2020,2021",633,7504,147,2483
mbj,Latn,mbj_Latn,Nadëb,g,Ll,LATIN SMALL LETTER G,9387,4,"2014,2019,2020,2021",443,2974,61,5909
mbj,Latn,mbj_Latn,Nadëb,t,Ll,LATIN SMALL LETTER T,8867,4,"2014,2019,2020,2021",610,5528,99,2630
mbj,Latn,mbj_Latn,Nadëb,ä,Ll,LATIN SMALL LETTER A WITH DIAERESIS,8111,4,"2014,2019,2020,2021",729,4846,92,2444
mbj,Latn,mbj_Latn,Nadëb,k,Ll,LATIN SMALL LETTER K,7944,4,"2014,2019,2020,2021",372,4017,83,3472
mbj,Latn,mbj_Latn,Nadëb,b,Ll,LATIN SMALL LETTER B,7897,4,"2014,2019,2020,2021",564,6365,135,833
mbj,Latn,mbj_Latn,Nadëb,e,Ll,LATIN SMALL LETTER E,7757,4,"2014,2019,2020,2021",530,5038,133,2056
mbj,Latn,mbj_Latn,Nadëb,',Po,APOSTROPHE,7694,4,"2014,2019,2020,2021",678,6873,141,2
mbj,Latn,mbj_Latn,Nadëb,s,Ll,LATIN SMALL LETTER S,7472,4,"2014,2019,2020,2021",502,4053,63,2854
mbj,Latn,mbj_Latn,Nadëb,m,Ll,LATIN SMALL LETTER M,6371,4,"2014,2019,2020,2021",556,3867,68,1880
mbj,Latn,mbj_Latn,Nadëb,w,Ll,LATIN SMALL LETTER W,6338,4,"2014,2019,2020,2021",281,2511,48,3498
mbj,Latn,mbj_Latn,Nadëb,j,Ll,LATIN SMALL LETTER J,5394,4,"2014,2019,2020,2021",260,2585,34,2515
