iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2021_frequency,year_2023_frequency
kak,Latn,kak_Latn,Kalanguya, ,Zs,SPACE,1063,2,"2021,2023",60,1003
kak,Latn,kak_Latn,Kalanguya,a,Ll,LATIN SMALL LETTER A,988,2,"2021,2023",45,943
kak,Latn,kak_Latn,Kalanguya,n,Ll,LATIN SMALL LETTER N,649,2,"2021,2023",31,618
kak,Latn,kak_Latn,Kalanguya,o,Ll,LATIN SMALL LETTER O,432,2,"2021,2023",18,414
kak,Latn,kak_Latn,Kalanguya,i,Ll,LATIN SMALL LETTER I,430,2,"2021,2023",19,411
kak,Latn,kak_Latn,Kalanguya,t,Ll,LATIN SMALL LETTER T,358,2,"2021,2023",14,344
kak,Latn,kak_Latn,Kalanguya,g,Ll,LATIN SMALL LETTER G,217,2,"2021,2023",10,207
kak,Latn,kak_Latn,Kalanguya,m,Ll,LATIN SMALL LETTER M,206,2,"2021,2023",16,190
kak,Latn,kak_Latn,Kalanguya,e,Ll,LATIN SMALL LETTER E,187,2,"2021,2023",23,164
kak,Latn,kak_Latn,Kalanguya,d,Ll,LATIN SMALL LETTER D,184,2,"2021,2023",8,176
kak,Latn,kak_Latn,Kalanguya,l,Ll,LATIN SMALL LETTER L,174,2,"2021,2023",4,170
kak,Latn,kak_Latn,Kalanguya,h,Ll,LATIN SMALL LETTER H,173,2,"2021,2023",11,162
kak,Latn,kak_Latn,Kalanguya,k,Ll,LATIN SMALL LETTER K,166,2,"2021,2023",4,162
kak,Latn,kak_Latn,Kalanguya,y,Ll,LATIN SMALL LETTER Y,136,2,"2021,2023",6,130
kak,Latn,kak_Latn,Kalanguya,w,Ll,LATIN SMALL LETTER W,131,2,"2021,2023",1,130
kak,Latn,kak_Latn,Kalanguya,.,Po,FULL STOP,101,2,"2021,2023",15,86
kak,Latn,kak_Latn,Kalanguya,p,Ll,LATIN SMALL LETTER P,98,2,"2021,2023",4,94
kak,Latn,kak_Latn,Kalanguya,b,Ll,LATIN SMALL LETTER B,95,2,"2021,2023",5,90
kak,Latn,kak_Latn,Kalanguya,-,Pd,HYPHEN-MINUS,61,1,2023,0,61
kak,Latn,kak_Latn,Kalanguya,",",Po,COMMA,59,2,"2021,2023",1,58
