iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2020_frequency
pmq,Latn,pmq_Latn,Northern Pame, ,Zs,SPACE,9379,1,2020,9379
pmq,Latn,pmq_Latn,Northern Pame,a,Ll,LATIN SMALL LETTER A,5113,1,2020,5113
pmq,Latn,pmq_Latn,Northern Pame,e,Ll,LATIN SMALL LETTER E,4135,1,2020,4135
pmq,Latn,pmq_Latn,Northern Pame,n,Ll,LATIN SMALL LETTER N,2912,1,2020,2912
pmq,Latn,pmq_Latn,Northern Pame,u,Ll,LATIN SMALL LETTER U,2607,1,2020,2607
pmq,Latn,pmq_Latn,Northern Pame,t,Ll,LATIN SMALL LETTER T,2379,1,2020,2379
pmq,Latn,pmq_Latn,Northern Pame,s,Ll,LATIN SMALL LETTER S,2321,1,2020,2321
pmq,Latn,pmq_Latn,Northern Pame,i,Ll,LATIN SMALL LETTER I,2267,1,2020,2267
pmq,Latn,pmq_Latn,Northern Pame,o,Ll,LATIN SMALL LETTER O,2265,1,2020,2265
pmq,Latn,pmq_Latn,Northern Pame,r,Ll,LATIN SMALL LETTER R,2095,1,2020,2095
pmq,Latn,pmq_Latn,Northern Pame,d,Ll,LATIN SMALL LETTER D,1907,1,2020,1907
pmq,Latn,pmq_Latn,Northern Pame,l,Ll,LATIN SMALL LETTER L,1739,1,2020,1739
pmq,Latn,pmq_Latn,Northern Pame,ꞌ,Ll,LATIN SMALL LETTER SALTILLO,1521,1,2020,1521
pmq,Latn,pmq_Latn,Northern Pame,m,Ll,LATIN SMALL LETTER M,1107,1,2020,1107
pmq,Latn,pmq_Latn,Northern Pame,h,Ll,LATIN SMALL LETTER H,1058,1,2020,1058
pmq,Latn,pmq_Latn,Northern Pame,p,Ll,LATIN SMALL LETTER P,1014,1,2020,1014
pmq,Latn,pmq_Latn,Northern Pame,b,Ll,LATIN SMALL LETTER B,980,1,2020,980
pmq,Latn,pmq_Latn,Northern Pame,g,Ll,LATIN SMALL LETTER G,916,1,2020,916
pmq,Latn,pmq_Latn,Northern Pame,.,Po,FULL STOP,879,1,2020,879
pmq,Latn,pmq_Latn,Northern Pame,c,Ll,LATIN SMALL LETTER C,841,1,2020,841
pmq,Latn,pmq_Latn,Northern Pame,k,Ll,LATIN SMALL LETTER K,828,1,2020,828
pmq,Latn,pmq_Latn,Northern Pame,j,Ll,LATIN SMALL LETTER J,825,1,2020,825
pmq,Latn,pmq_Latn,Northern Pame,y,Ll,LATIN SMALL LETTER Y,685,1,2020,685
pmq,Latn,pmq_Latn,Northern Pame,",",Po,COMMA,472,1,2020,472
pmq,Latn,pmq_Latn,Northern Pame,w,Ll,LATIN SMALL LETTER W,370,1,2020,370
pmq,Latn,pmq_Latn,Northern Pame,ɛ,Ll,LATIN SMALL LETTER OPEN E,359,1,2020,359
pmq,Latn,pmq_Latn,Northern Pame,̀,Mn,COMBINING GRAVE ACCENT,342,1,2020,342
pmq,Latn,pmq_Latn,Northern Pame,f,Ll,LATIN SMALL LETTER F,331,1,2020,331
pmq,Latn,pmq_Latn,Northern Pame,v,Ll,LATIN SMALL LETTER V,267,1,2020,267
pmq,Latn,pmq_Latn,Northern Pame,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,247,1,2020,247
pmq,Latn,pmq_Latn,Northern Pame,à,Ll,LATIN SMALL LETTER A WITH GRAVE,201,1,2020,201
pmq,Latn,pmq_Latn,Northern Pame,ã,Ll,LATIN SMALL LETTER A WITH TILDE,175,1,2020,175
pmq,Latn,pmq_Latn,Northern Pame,“,Pi,LEFT DOUBLE QUOTATION MARK,172,1,2020,172
pmq,Latn,pmq_Latn,Northern Pame,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,168,1,2020,168
pmq,Latn,pmq_Latn,Northern Pame,”,Pf,RIGHT DOUBLE QUOTATION MARK,167,1,2020,167
pmq,Latn,pmq_Latn,Northern Pame,ó,Ll,LATIN SMALL LETTER O WITH ACUTE,148,1,2020,148
pmq,Latn,pmq_Latn,Northern Pame,í,Ll,LATIN SMALL LETTER I WITH ACUTE,144,1,2020,144
pmq,Latn,pmq_Latn,Northern Pame,q,Ll,LATIN SMALL LETTER Q,137,1,2020,137
pmq,Latn,pmq_Latn,Northern Pame,N,Lu,LATIN CAPITAL LETTER N,135,1,2020,135
pmq,Latn,pmq_Latn,Northern Pame,ù,Ll,LATIN SMALL LETTER U WITH GRAVE,111,1,2020,111
pmq,Latn,pmq_Latn,Northern Pame,ũ,Ll,LATIN SMALL LETTER U WITH TILDE,103,1,2020,103
pmq,Latn,pmq_Latn,Northern Pame,á,Ll,LATIN SMALL LETTER A WITH ACUTE,102,1,2020,102
pmq,Latn,pmq_Latn,Northern Pame,A,Lu,LATIN CAPITAL LETTER A,102,1,2020,102
pmq,Latn,pmq_Latn,Northern Pame,T,Lu,LATIN CAPITAL LETTER T,95,1,2020,95
pmq,Latn,pmq_Latn,Northern Pame,ĩ,Ll,LATIN SMALL LETTER I WITH TILDE,91,1,2020,91
pmq,Latn,pmq_Latn,Northern Pame,z,Ll,LATIN SMALL LETTER Z,88,1,2020,88
pmq,Latn,pmq_Latn,Northern Pame,E,Lu,LATIN CAPITAL LETTER E,84,1,2020,84
pmq,Latn,pmq_Latn,Northern Pame,̃,Mn,COMBINING TILDE,80,1,2020,80
pmq,Latn,pmq_Latn,Northern Pame,I,Lu,LATIN CAPITAL LETTER I,79,1,2020,79
pmq,Latn,pmq_Latn,Northern Pame,W,Lu,LATIN CAPITAL LETTER W,74,1,2020,74
pmq,Latn,pmq_Latn,Northern Pame,x,Ll,LATIN SMALL LETTER X,68,1,2020,68
pmq,Latn,pmq_Latn,Northern Pame,P,Lu,LATIN CAPITAL LETTER P,68,1,2020,68
pmq,Latn,pmq_Latn,Northern Pame,!,Po,EXCLAMATION MARK,66,1,2020,66
pmq,Latn,pmq_Latn,Northern Pame,L,Lu,LATIN CAPITAL LETTER L,65,1,2020,65
pmq,Latn,pmq_Latn,Northern Pame,B,Lu,LATIN CAPITAL LETTER B,63,1,2020,63
pmq,Latn,pmq_Latn,Northern Pame,ẽ,Ll,LATIN SMALL LETTER E WITH TILDE,58,1,2020,58
pmq,Latn,pmq_Latn,Northern Pame,é,Ll,LATIN SMALL LETTER E WITH ACUTE,56,1,2020,56
pmq,Latn,pmq_Latn,Northern Pame,V,Lu,LATIN CAPITAL LETTER V,55,1,2020,55
pmq,Latn,pmq_Latn,Northern Pame,S,Lu,LATIN CAPITAL LETTER S,53,1,2020,53
pmq,Latn,pmq_Latn,Northern Pame,M,Lu,LATIN CAPITAL LETTER M,50,1,2020,50
pmq,Latn,pmq_Latn,Northern Pame,K,Lu,LATIN CAPITAL LETTER K,49,1,2020,49
pmq,Latn,pmq_Latn,Northern Pame,’,Pf,RIGHT SINGLE QUOTATION MARK,48,1,2020,48
pmq,Latn,pmq_Latn,Northern Pame,?,Po,QUESTION MARK,47,1,2020,47
pmq,Latn,pmq_Latn,Northern Pame,¡,Po,INVERTED EXCLAMATION MARK,45,1,2020,45
pmq,Latn,pmq_Latn,Northern Pame,C,Lu,LATIN CAPITAL LETTER C,39,1,2020,39
pmq,Latn,pmq_Latn,Northern Pame,è,Ll,LATIN SMALL LETTER E WITH GRAVE,38,1,2020,38
pmq,Latn,pmq_Latn,Northern Pame,H,Lu,LATIN CAPITAL LETTER H,37,1,2020,37
pmq,Latn,pmq_Latn,Northern Pame,G,Lu,LATIN CAPITAL LETTER G,36,1,2020,36
pmq,Latn,pmq_Latn,Northern Pame,¿,Po,INVERTED QUESTION MARK,32,1,2020,32
pmq,Latn,pmq_Latn,Northern Pame,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,31,1,2020,31
pmq,Latn,pmq_Latn,Northern Pame,R,Lu,LATIN CAPITAL LETTER R,31,1,2020,31
pmq,Latn,pmq_Latn,Northern Pame,D,Lu,LATIN CAPITAL LETTER D,30,1,2020,30
pmq,Latn,pmq_Latn,Northern Pame,:,Po,COLON,29,1,2020,29
pmq,Latn,pmq_Latn,Northern Pame,Y,Lu,LATIN CAPITAL LETTER Y,24,1,2020,24
pmq,Latn,pmq_Latn,Northern Pame,U,Lu,LATIN CAPITAL LETTER U,22,1,2020,22
pmq,Latn,pmq_Latn,Northern Pame,Á,Lu,LATIN CAPITAL LETTER A WITH ACUTE,17,1,2020,17
pmq,Latn,pmq_Latn,Northern Pame,O,Lu,LATIN CAPITAL LETTER O,14,1,2020,14
