iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
mup,Deva,mup_Deva,Malvi, ,Zs,SPACE,206098,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2200,438,229,20514,30553,14457,7234,64825,18266,23095,24287
mup,Deva,mup_Deva,Malvi,ा,Mc,DEVANAGARI VOWEL SIGN AA,72113,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",413,165,132,7548,13224,4637,2557,19636,4522,9376,9903
mup,Deva,mup_Deva,Malvi,े,Mn,DEVANAGARI VOWEL SIGN E,44176,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",243,75,39,5176,8341,3004,1646,12062,3078,3867,6645
mup,Deva,mup_Deva,Malvi,र,Lo,DEVANAGARI LETTER RA,38394,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",248,105,81,5007,7235,2731,1256,9882,2476,5013,4360
mup,Deva,mup_Deva,Malvi,क,Lo,DEVANAGARI LETTER KA,31258,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",182,86,33,3521,5321,2128,1299,9621,2249,3365,3453
mup,Deva,mup_Deva,Malvi,ो,Mc,DEVANAGARI VOWEL SIGN O,30313,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",150,76,36,3486,4425,2192,1312,8178,1957,4308,4193
mup,Deva,mup_Deva,Malvi,ी,Mc,DEVANAGARI VOWEL SIGN II,30163,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",168,65,42,3284,4500,2098,1257,8209,2074,4527,3939
mup,Deva,mup_Deva,Malvi,न,Lo,DEVANAGARI LETTER NA,27327,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",142,41,38,2654,4295,2134,1055,8221,2071,2681,3995
mup,Deva,mup_Deva,Malvi,म,Lo,DEVANAGARI LETTER MA,25321,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",110,45,41,3072,4398,1888,944,6614,1563,2946,3700
mup,Deva,mup_Deva,Malvi,a,Ll,LATIN SMALL LETTER A,24436,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",777,10,0,422,770,1478,1025,11628,4235,1762,2329
mup,Deva,mup_Deva,Malvi,त,Lo,DEVANAGARI LETTER TA,21015,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",103,45,24,1947,2995,1405,833,6161,1568,1927,4007
mup,Deva,mup_Deva,Malvi,ह,Lo,DEVANAGARI LETTER HA,19396,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",140,39,27,2228,3824,1302,682,3762,1055,2194,4143
mup,Deva,mup_Deva,Malvi,य,Lo,DEVANAGARI LETTER YA,18463,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",93,44,20,1965,2411,1118,681,4444,1159,2576,3952
