iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2022_frequency
pfe,Latn,pfe_Latn,Pere, ,Zs,SPACE,397,1,2022,397
pfe,Latn,pfe_Latn,Pere,a,Ll,LATIN SMALL LETTER A,205,1,2022,205
pfe,Latn,pfe_Latn,Pere,i,Ll,LATIN SMALL LETTER I,125,1,2022,125
pfe,Latn,pfe_Latn,Pere,l,Ll,LATIN SMALL LETTER L,91,1,2022,91
pfe,Latn,pfe_Latn,Pere,n,Ll,LATIN SMALL LETTER N,90,1,2022,90
pfe,Latn,pfe_Latn,Pere,ɛ,Ll,LATIN SMALL LETTER OPEN E,77,1,2022,77
pfe,Latn,pfe_Latn,Pere,r,Ll,LATIN SMALL LETTER R,71,1,2022,71
pfe,Latn,pfe_Latn,Pere,u,Ll,LATIN SMALL LETTER U,70,1,2022,70
pfe,Latn,pfe_Latn,Pere,b,Ll,LATIN SMALL LETTER B,70,1,2022,70
pfe,Latn,pfe_Latn,Pere,o,Ll,LATIN SMALL LETTER O,69,1,2022,69
pfe,Latn,pfe_Latn,Pere,̧,Mn,COMBINING CEDILLA,56,1,2022,56
pfe,Latn,pfe_Latn,Pere,e,Ll,LATIN SMALL LETTER E,51,1,2022,51
pfe,Latn,pfe_Latn,Pere,",",Po,COMMA,49,1,2022,49
pfe,Latn,pfe_Latn,Pere,ə,Ll,LATIN SMALL LETTER SCHWA,49,1,2022,49
pfe,Latn,pfe_Latn,Pere,̀,Mn,COMBINING GRAVE ACCENT,49,1,2022,49
pfe,Latn,pfe_Latn,Pere,s,Ll,LATIN SMALL LETTER S,49,1,2022,49
pfe,Latn,pfe_Latn,Pere,k,Ll,LATIN SMALL LETTER K,42,1,2022,42
pfe,Latn,pfe_Latn,Pere,m,Ll,LATIN SMALL LETTER M,39,1,2022,39
pfe,Latn,pfe_Latn,Pere,d,Ll,LATIN SMALL LETTER D,36,1,2022,36
pfe,Latn,pfe_Latn,Pere,.,Po,FULL STOP,36,1,2022,36
