iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
myx,Latn,myx_Latn,Masaaba, ,Zs,SPACE,23016,7,"2017,2019,2020,2021,2022,2023,2024",2956,3448,4021,2893,7302,2127,269
myx,Latn,myx_Latn,Masaaba,a,Ll,LATIN SMALL LETTER A,22631,7,"2017,2019,2020,2021,2022,2023,2024",2747,3817,4127,2962,6441,2290,247
myx,Latn,myx_Latn,Masaaba,i,Ll,LATIN SMALL LETTER I,14066,7,"2017,2019,2020,2021,2022,2023,2024",1696,2272,2620,1702,4340,1287,149
myx,Latn,myx_Latn,Masaaba,e,Ll,LATIN SMALL LETTER E,10376,7,"2017,2019,2020,2021,2022,2023,2024",1148,1368,1622,1390,3695,1030,123
myx,Latn,myx_Latn,Masaaba,u,Ll,LATIN SMALL LETTER U,10372,7,"2017,2019,2020,2021,2022,2023,2024",1235,1709,1874,1317,3040,1063,134
myx,Latn,myx_Latn,Masaaba,n,Ll,LATIN SMALL LETTER N,8654,7,"2017,2019,2020,2021,2022,2023,2024",1161,1074,1619,1132,2647,941,80
myx,Latn,myx_Latn,Masaaba,l,Ll,LATIN SMALL LETTER L,8628,7,"2017,2019,2020,2021,2022,2023,2024",1133,1280,1393,1092,2854,790,86
myx,Latn,myx_Latn,Masaaba,k,Ll,LATIN SMALL LETTER K,8147,7,"2017,2019,2020,2021,2022,2023,2024",1105,1206,1572,869,2585,762,48
myx,Latn,myx_Latn,Masaaba,o,Ll,LATIN SMALL LETTER O,7270,7,"2017,2019,2020,2021,2022,2023,2024",900,1089,1133,970,2354,725,99
myx,Latn,myx_Latn,Masaaba,b,Ll,LATIN SMALL LETTER B,6689,7,"2017,2019,2020,2021,2022,2023,2024",841,1085,1350,866,1772,704,71
myx,Latn,myx_Latn,Masaaba,h,Ll,LATIN SMALL LETTER H,6638,7,"2017,2019,2020,2021,2022,2023,2024",831,973,1327,844,1991,624,48
myx,Latn,myx_Latn,Masaaba,s,Ll,LATIN SMALL LETTER S,5871,7,"2017,2019,2020,2021,2022,2023,2024",615,1116,1046,764,1661,574,95
myx,Latn,myx_Latn,Masaaba,m,Ll,LATIN SMALL LETTER M,5273,7,"2017,2019,2020,2021,2022,2023,2024",720,911,1072,633,1403,486,48
myx,Latn,myx_Latn,Masaaba,w,Ll,LATIN SMALL LETTER W,4603,7,"2017,2019,2020,2021,2022,2023,2024",549,889,667,466,1579,387,66
myx,Latn,myx_Latn,Masaaba,y,Ll,LATIN SMALL LETTER Y,3475,7,"2017,2019,2020,2021,2022,2023,2024",462,628,765,433,738,382,67
myx,Latn,myx_Latn,Masaaba,t,Ll,LATIN SMALL LETTER T,2638,7,"2017,2019,2020,2021,2022,2023,2024",207,360,606,375,746,264,80
myx,Latn,myx_Latn,Masaaba,r,Ll,LATIN SMALL LETTER R,2366,7,"2017,2019,2020,2021,2022,2023,2024",151,365,539,324,732,188,67
myx,Latn,myx_Latn,Masaaba,g,Ll,LATIN SMALL LETTER G,1834,7,"2017,2019,2020,2021,2022,2023,2024",186,189,294,326,608,209,22
myx,Latn,myx_Latn,Masaaba,d,Ll,LATIN SMALL LETTER D,1773,7,"2017,2019,2020,2021,2022,2023,2024",205,223,347,212,602,158,26
myx,Latn,myx_Latn,Masaaba,",",Po,COMMA,1712,7,"2017,2019,2020,2021,2022,2023,2024",222,364,188,233,529,152,24
myx,Latn,myx_Latn,Masaaba,.,Po,FULL STOP,1536,7,"2017,2019,2020,2021,2022,2023,2024",216,202,164,222,499,211,22
myx,Latn,myx_Latn,Masaaba,c,Ll,LATIN SMALL LETTER C,954,7,"2017,2019,2020,2021,2022,2023,2024",196,37,225,256,204,21,15
myx,Latn,myx_Latn,Masaaba,f,Ll,LATIN SMALL LETTER F,810,7,"2017,2019,2020,2021,2022,2023,2024",98,99,99,127,285,85,17
myx,Latn,myx_Latn,Masaaba,K,Lu,LATIN CAPITAL LETTER K,605,7,"2017,2019,2020,2021,2022,2023,2024",166,71,100,56,140,69,3
myx,Latn,myx_Latn,Masaaba,A,Lu,LATIN CAPITAL LETTER A,543,7,"2017,2019,2020,2021,2022,2023,2024",176,96,112,82,60,12,5
myx,Latn,myx_Latn,Masaaba,W,Lu,LATIN CAPITAL LETTER W,529,7,"2017,2019,2020,2021,2022,2023,2024",117,60,44,70,187,38,13
myx,Latn,myx_Latn,Masaaba,N,Lu,LATIN CAPITAL LETTER N,519,7,"2017,2019,2020,2021,2022,2023,2024",91,49,112,78,120,61,8
myx,Latn,myx_Latn,Masaaba,B,Lu,LATIN CAPITAL LETTER B,503,7,"2017,2019,2020,2021,2022,2023,2024",100,52,114,88,96,43,10
myx,Latn,myx_Latn,Masaaba,Y,Lu,LATIN CAPITAL LETTER Y,447,7,"2017,2019,2020,2021,2022,2023,2024",85,103,16,8,210,23,2
myx,Latn,myx_Latn,Masaaba,L,Lu,LATIN CAPITAL LETTER L,418,7,"2017,2019,2020,2021,2022,2023,2024",135,48,67,52,81,23,12
myx,Latn,myx_Latn,Masaaba,1,Nd,DIGIT ONE,386,6,"2017,2019,2020,2021,2022,2023",49,125,24,40,132,16,0
myx,Latn,myx_Latn,Masaaba,M,Lu,LATIN CAPITAL LETTER M,371,7,"2017,2019,2020,2021,2022,2023,2024",72,45,101,60,70,10,13
myx,Latn,myx_Latn,Masaaba,p,Ll,LATIN SMALL LETTER P,365,7,"2017,2019,2020,2021,2022,2023,2024",37,51,105,42,116,8,6
myx,Latn,myx_Latn,Masaaba,E,Lu,LATIN CAPITAL LETTER E,328,6,"2017,2019,2020,2021,2022,2023",122,35,43,41,66,21,0
myx,Latn,myx_Latn,Masaaba,I,Lu,LATIN CAPITAL LETTER I,323,7,"2017,2019,2020,2021,2022,2023,2024",121,62,68,36,22,10,4
myx,Latn,myx_Latn,Masaaba,z,Ll,LATIN SMALL LETTER Z,289,6,"2017,2019,2020,2021,2022,2024",18,70,45,104,50,0,2
myx,Latn,myx_Latn,Masaaba,2,Nd,DIGIT TWO,288,6,"2017,2019,2020,2021,2022,2023",24,106,39,18,89,12,0
myx,Latn,myx_Latn,Masaaba,S,Lu,LATIN CAPITAL LETTER S,287,7,"2017,2019,2020,2021,2022,2023,2024",52,42,47,67,57,20,2
myx,Latn,myx_Latn,Masaaba,U,Lu,LATIN CAPITAL LETTER U,240,7,"2017,2019,2020,2021,2022,2023,2024",99,49,42,33,13,3,1
myx,Latn,myx_Latn,Masaaba,v,Ll,LATIN SMALL LETTER V,231,7,"2017,2019,2020,2021,2022,2023,2024",31,12,91,38,50,3,6
myx,Latn,myx_Latn,Masaaba,O,Lu,LATIN CAPITAL LETTER O,228,6,"2017,2019,2020,2021,2022,2023",76,44,46,7,44,11,0
myx,Latn,myx_Latn,Masaaba,:,Po,COLON,209,7,"2017,2019,2020,2021,2022,2023,2024",36,10,5,10,119,22,7
myx,Latn,myx_Latn,Masaaba,”,Pf,RIGHT DOUBLE QUOTATION MARK,190,7,"2017,2019,2020,2021,2022,2023,2024",2,26,1,32,109,10,10
myx,Latn,myx_Latn,Masaaba,“,Pi,LEFT DOUBLE QUOTATION MARK,165,7,"2017,2019,2020,2021,2022,2023,2024",2,26,3,31,90,7,6
myx,Latn,myx_Latn,Masaaba,j,Ll,LATIN SMALL LETTER J,150,7,"2017,2019,2020,2021,2022,2023,2024",35,4,51,24,26,7,3
myx,Latn,myx_Latn,Masaaba,),Pe,RIGHT PARENTHESIS,149,7,"2017,2019,2020,2021,2022,2023,2024",37,5,13,2,75,14,3
myx,Latn,myx_Latn,Masaaba,(,Ps,LEFT PARENTHESIS,148,7,"2017,2019,2020,2021,2022,2023,2024",37,5,13,2,74,14,3
myx,Latn,myx_Latn,Masaaba,?,Po,QUESTION MARK,142,7,"2017,2019,2020,2021,2022,2023,2024",10,10,12,32,63,14,1
myx,Latn,myx_Latn,Masaaba,!,Po,EXCLAMATION MARK,139,7,"2017,2019,2020,2021,2022,2023,2024",18,8,12,42,43,6,10
myx,Latn,myx_Latn,Masaaba,-,Pd,HYPHEN-MINUS,138,7,"2017,2019,2020,2021,2022,2023,2024",20,11,30,23,48,5,1
myx,Latn,myx_Latn,Masaaba,0,Nd,DIGIT ZERO,138,7,"2017,2019,2020,2021,2022,2023,2024",16,44,36,6,29,6,1
myx,Latn,myx_Latn,Masaaba,3,Nd,DIGIT THREE,135,7,"2017,2019,2020,2021,2022,2023,2024",15,32,4,18,52,13,1
myx,Latn,myx_Latn,Masaaba,’,Pf,RIGHT SINGLE QUOTATION MARK,134,7,"2017,2019,2020,2021,2022,2023,2024",18,2,16,18,71,7,2
myx,Latn,myx_Latn,Masaaba,C,Lu,LATIN CAPITAL LETTER C,132,7,"2017,2019,2020,2021,2022,2023,2024",14,11,52,23,22,5,5
myx,Latn,myx_Latn,Masaaba,H,Lu,LATIN CAPITAL LETTER H,121,5,"2017,2019,2020,2021,2022",54,10,20,10,27,0,0
