iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2015_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency
gui,Latn,gui_Latn,Eastern Bolivian Guaraní, ,Zs,SPACE,305019,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",234110,9455,47,2127,10162,472,28144,10462,341,7343,2356
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,e,Ll,LATIN SMALL LETTER E,245837,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",187741,7332,49,1755,8409,378,23098,8761,192,6256,1866
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,a,Ll,LATIN SMALL LETTER A,241958,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",183052,7383,41,1720,8309,344,22685,8593,226,7907,1698
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,o,Ll,LATIN SMALL LETTER O,119284,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",89687,3603,11,840,4225,172,10978,4088,133,4320,1227
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,r,Ll,LATIN SMALL LETTER R,99014,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",75168,3011,21,685,3376,144,9134,3518,88,3172,697
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,i,Ll,LATIN SMALL LETTER I,93062,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",70195,2915,15,594,3326,126,8940,3197,115,3066,573
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,u,Ll,LATIN SMALL LETTER U,70498,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",53221,2373,16,508,2490,89,6494,2450,61,2359,437
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,p,Ll,LATIN SMALL LETTER P,65172,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",49215,2002,17,382,2338,108,6025,2345,47,2069,624
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,t,Ll,LATIN SMALL LETTER T,62596,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",47413,1743,15,422,2151,98,5916,2112,87,2228,411
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,m,Ll,LATIN SMALL LETTER M,57049,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",42882,1771,8,404,1944,67,5739,2017,55,1786,376
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,c,Ll,LATIN SMALL LETTER C,55896,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",43717,1838,4,455,1805,36,5120,2142,20,409,350
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,v,Ll,LATIN SMALL LETTER V,54929,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",41641,1742,6,384,2016,80,5306,1996,43,1493,222
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,j,Ll,LATIN SMALL LETTER J,34361,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",26817,1046,3,256,966,56,3180,1079,24,837,97
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,ɨ,Ll,LATIN SMALL LETTER I WITH STROKE,31154,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24165,879,5,197,819,58,3180,1085,29,621,116
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,y,Ll,LATIN SMALL LETTER Y,30364,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",22625,860,2,234,1024,39,2953,1148,54,1100,325
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,b,Ll,LATIN SMALL LETTER B,29636,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",22257,940,8,194,1024,28,2904,1036,28,984,233
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,.,Po,FULL STOP,26869,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",20862,882,4,199,876,56,2515,917,24,420,114
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,n,Ll,LATIN SMALL LETTER N,25955,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",19358,791,5,147,938,41,2381,942,62,1004,286
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,g,Ll,LATIN SMALL LETTER G,23360,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",17535,893,10,186,719,31,2178,883,30,740,155
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,ñ,Ll,LATIN SMALL LETTER N WITH TILDE,19340,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",14650,483,0,138,723,11,1908,685,18,632,92
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,s,Ll,LATIN SMALL LETTER S,18174,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",13831,532,3,159,632,53,1533,522,38,679,192
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,h,Ll,LATIN SMALL LETTER H,16972,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",13429,582,3,140,546,32,1428,533,26,207,46
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,J,Lu,LATIN CAPITAL LETTER J,15689,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",12670,401,0,114,392,44,1441,465,8,109,45
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,-,Pd,HYPHEN-MINUS,14796,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",13714,402,0,111,340,5,55,67,10,70,22
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,d,Ll,LATIN SMALL LETTER D,13681,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",10309,391,0,74,538,16,1079,510,17,578,169
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,",",Po,COMMA,12926,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",9656,401,0,69,458,15,1265,453,18,421,170
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,ü,Ll,LATIN SMALL LETTER U WITH DIAERESIS,12088,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",9448,456,6,110,311,23,1227,438,11,38,20
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,E,Lu,LATIN CAPITAL LETTER E,8354,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",6339,418,4,66,266,3,741,254,1,117,145
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,T,Lu,LATIN CAPITAL LETTER T,7165,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",5329,338,0,69,345,1,688,200,4,99,92
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,1,Nd,DIGIT ONE,5552,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",4154,254,4,29,186,29,503,309,5,68,11
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,q,Ll,LATIN SMALL LETTER Q,4282,8,"2013,2014,2016,2017,2019,2020,2022,2023",3398,141,0,26,126,0,452,123,0,13,3
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,2,Nd,DIGIT TWO,4067,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",3065,145,3,29,116,17,377,197,1,82,35
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,C,Lu,LATIN CAPITAL LETTER C,3716,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2812,126,2,29,189,6,265,86,4,112,85
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,ú,Ll,LATIN SMALL LETTER U WITH ACUTE,3453,9,"2013,2014,2016,2017,2018,2019,2020,2022,2023",2796,73,0,40,75,22,349,68,0,9,21
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,A,Lu,LATIN CAPITAL LETTER A,3433,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2499,193,1,11,172,1,212,83,4,136,121
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,l,Ll,LATIN SMALL LETTER L,3341,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2465,65,0,12,185,7,156,86,38,228,99
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,:,Po,COLON,3304,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2530,129,1,24,73,11,290,195,7,28,16
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,k,Ll,LATIN SMALL LETTER K,2883,7,"2013,2017,2018,2019,2021,2022,2023",323,0,0,0,346,57,79,0,35,1850,193
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,í,Ll,LATIN SMALL LETTER I WITH ACUTE,2785,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2200,110,0,29,70,6,233,75,1,48,13
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,3,Nd,DIGIT THREE,2765,9,"2013,2014,2016,2017,2018,2019,2020,2022,2023",2091,134,0,29,55,5,278,134,0,22,17
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,M,Lu,LATIN CAPITAL LETTER M,2738,9,"2013,2014,2016,2017,2018,2019,2020,2022,2023",1977,92,0,22,90,9,281,103,0,105,59
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,ó,Ll,LATIN SMALL LETTER O WITH ACUTE,2729,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2142,80,0,18,92,3,255,83,2,43,11
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,P,Lu,LATIN CAPITAL LETTER P,2637,10,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023",2121,60,0,5,110,6,167,65,3,56,44
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,O,Lu,LATIN CAPITAL LETTER O,2262,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",1565,161,2,6,134,3,149,49,3,78,112
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,4,Nd,DIGIT FOUR,1943,9,"2013,2014,2016,2017,2018,2019,2020,2022,2023",1511,76,0,19,48,8,193,62,0,19,7
gui,Latn,gui_Latn,Eastern Bolivian Guaraní,S,Lu,LATIN CAPITAL LETTER S,1829,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",1398,116,2,7,80,1,77,32,4,55,57
