iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2019_frequency
rel,Latn,rel_Latn,Rendille, ,Zs,SPACE,599,1,2019,599
rel,Latn,rel_Latn,Rendille,a,Ll,LATIN SMALL LETTER A,560,1,2019,560
rel,Latn,rel_Latn,Rendille,o,Ll,LATIN SMALL LETTER O,473,1,2019,473
rel,Latn,rel_Latn,Rendille,e,Ll,LATIN SMALL LETTER E,327,1,2019,327
rel,Latn,rel_Latn,Rendille,h,Ll,LATIN SMALL LETTER H,293,1,2019,293
rel,Latn,rel_Latn,Rendille,!,Po,EXCLAMATION MARK,275,1,2019,275
rel,Latn,rel_Latn,Rendille,n,Ll,LATIN SMALL LETTER N,255,1,2019,255
rel,Latn,rel_Latn,Rendille,i,Ll,LATIN SMALL LETTER I,200,1,2019,200
rel,Latn,rel_Latn,Rendille,s,Ll,LATIN SMALL LETTER S,193,1,2019,193
rel,Latn,rel_Latn,Rendille,m,Ll,LATIN SMALL LETTER M,147,1,2019,147
rel,Latn,rel_Latn,Rendille,t,Ll,LATIN SMALL LETTER T,129,1,2019,129
rel,Latn,rel_Latn,Rendille,r,Ll,LATIN SMALL LETTER R,124,1,2019,124
rel,Latn,rel_Latn,Rendille,k,Ll,LATIN SMALL LETTER K,117,1,2019,117
rel,Latn,rel_Latn,Rendille,l,Ll,LATIN SMALL LETTER L,90,1,2019,90
rel,Latn,rel_Latn,Rendille,d,Ll,LATIN SMALL LETTER D,88,1,2019,88
rel,Latn,rel_Latn,Rendille,y,Ll,LATIN SMALL LETTER Y,76,1,2019,76
rel,Latn,rel_Latn,Rendille,g,Ll,LATIN SMALL LETTER G,70,1,2019,70
rel,Latn,rel_Latn,Rendille,c,Ll,LATIN SMALL LETTER C,59,1,2019,59
rel,Latn,rel_Latn,Rendille,.,Po,FULL STOP,39,1,2019,39
rel,Latn,rel_Latn,Rendille,w,Ll,LATIN SMALL LETTER W,38,1,2019,38
rel,Latn,rel_Latn,Rendille,Y,Lu,LATIN CAPITAL LETTER Y,37,1,2019,37
rel,Latn,rel_Latn,Rendille,S,Lu,LATIN CAPITAL LETTER S,35,1,2019,35
rel,Latn,rel_Latn,Rendille,b,Ll,LATIN SMALL LETTER B,35,1,2019,35
rel,Latn,rel_Latn,Rendille,j,Ll,LATIN SMALL LETTER J,29,1,2019,29
rel,Latn,rel_Latn,Rendille,",",Po,COMMA,27,1,2019,27
rel,Latn,rel_Latn,Rendille,T,Lu,LATIN CAPITAL LETTER T,26,1,2019,26
rel,Latn,rel_Latn,Rendille,G,Lu,LATIN CAPITAL LETTER G,23,1,2019,23
rel,Latn,rel_Latn,Rendille,B,Lu,LATIN CAPITAL LETTER B,20,1,2019,20
rel,Latn,rel_Latn,Rendille,),Pe,RIGHT PARENTHESIS,19,1,2019,19
rel,Latn,rel_Latn,Rendille,(,Ps,LEFT PARENTHESIS,19,1,2019,19
rel,Latn,rel_Latn,Rendille,A,Lu,LATIN CAPITAL LETTER A,19,1,2019,19
rel,Latn,rel_Latn,Rendille,q,Ll,LATIN SMALL LETTER Q,18,1,2019,18
rel,Latn,rel_Latn,Rendille,p,Ll,LATIN SMALL LETTER P,14,1,2019,14
rel,Latn,rel_Latn,Rendille,K,Lu,LATIN CAPITAL LETTER K,13,1,2019,13
rel,Latn,rel_Latn,Rendille,C,Lu,LATIN CAPITAL LETTER C,12,1,2019,12
rel,Latn,rel_Latn,Rendille,z,Ll,LATIN SMALL LETTER Z,11,1,2019,11
rel,Latn,rel_Latn,Rendille,M,Lu,LATIN CAPITAL LETTER M,7,1,2019,7
rel,Latn,rel_Latn,Rendille,P,Lu,LATIN CAPITAL LETTER P,7,1,2019,7
rel,Latn,rel_Latn,Rendille,0,Nd,DIGIT ZERO,7,1,2019,7
rel,Latn,rel_Latn,Rendille,5,Nd,DIGIT FIVE,5,1,2019,5
rel,Latn,rel_Latn,Rendille,1,Nd,DIGIT ONE,5,1,2019,5
rel,Latn,rel_Latn,Rendille,D,Lu,LATIN CAPITAL LETTER D,5,1,2019,5
rel,Latn,rel_Latn,Rendille,8,Nd,DIGIT EIGHT,4,1,2019,4
rel,Latn,rel_Latn,Rendille,3,Nd,DIGIT THREE,4,1,2019,4
rel,Latn,rel_Latn,Rendille,u,Ll,LATIN SMALL LETTER U,3,1,2019,3
rel,Latn,rel_Latn,Rendille,H,Lu,LATIN CAPITAL LETTER H,3,1,2019,3
rel,Latn,rel_Latn,Rendille,N,Lu,LATIN CAPITAL LETTER N,3,1,2019,3
rel,Latn,rel_Latn,Rendille,6,Nd,DIGIT SIX,3,1,2019,3
rel,Latn,rel_Latn,Rendille,I,Lu,LATIN CAPITAL LETTER I,3,1,2019,3
rel,Latn,rel_Latn,Rendille,7,Nd,DIGIT SEVEN,3,1,2019,3
rel,Latn,rel_Latn,Rendille,4,Nd,DIGIT FOUR,2,1,2019,2
rel,Latn,rel_Latn,Rendille,R,Lu,LATIN CAPITAL LETTER R,2,1,2019,2
rel,Latn,rel_Latn,Rendille,Q,Lu,LATIN CAPITAL LETTER Q,2,1,2019,2
rel,Latn,rel_Latn,Rendille,/,Po,SOLIDUS,1,1,2019,1
rel,Latn,rel_Latn,Rendille,W,Lu,LATIN CAPITAL LETTER W,1,1,2019,1
rel,Latn,rel_Latn,Rendille,-,Pd,HYPHEN-MINUS,1,1,2019,1
rel,Latn,rel_Latn,Rendille,&,Po,AMPERSAND,1,1,2019,1
rel,Latn,rel_Latn,Rendille,2,Nd,DIGIT TWO,1,1,2019,1
rel,Latn,rel_Latn,Rendille,L,Lu,LATIN CAPITAL LETTER L,1,1,2019,1
rel,Latn,rel_Latn,Rendille,O,Lu,LATIN CAPITAL LETTER O,1,1,2019,1
rel,Latn,rel_Latn,Rendille,f,Ll,LATIN SMALL LETTER F,1,1,2019,1
rel,Latn,rel_Latn,Rendille,\,Po,REVERSE SOLIDUS,1,1,2019,1
