iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2022_frequency
mlp,Latn,mlp_Latn,Bargam, ,Zs,SPACE,356612,8,"2013,2014,2016,2017,2018,2019,2020,2022",263788,17952,1264,3820,57352,1346,4141,6949
mlp,Latn,mlp_Latn,Bargam,a,Ll,LATIN SMALL LETTER A,303112,8,"2013,2014,2016,2017,2018,2019,2020,2022",226837,15928,1045,3331,45330,1133,3518,5990
mlp,Latn,mlp_Latn,Bargam,i,Ll,LATIN SMALL LETTER I,161300,8,"2013,2014,2016,2017,2018,2019,2020,2022",120640,8066,520,1717,24647,646,1940,3124
mlp,Latn,mlp_Latn,Bargam,n,Ll,LATIN SMALL LETTER N,140995,8,"2013,2014,2016,2017,2018,2019,2020,2022",103869,6891,538,1557,23120,436,1744,2840
mlp,Latn,mlp_Latn,Bargam,m,Ll,LATIN SMALL LETTER M,96693,8,"2013,2014,2016,2017,2018,2019,2020,2022",72444,5088,298,1000,14455,396,1135,1877
mlp,Latn,mlp_Latn,Bargam,q,Ll,LATIN SMALL LETTER Q,89217,8,"2013,2014,2016,2017,2018,2019,2020,2022",67330,4680,323,1049,12821,342,981,1691
mlp,Latn,mlp_Latn,Bargam,o,Ll,LATIN SMALL LETTER O,80149,8,"2013,2014,2016,2017,2018,2019,2020,2022",57861,3823,322,877,14321,284,1059,1602
mlp,Latn,mlp_Latn,Bargam,t,Ll,LATIN SMALL LETTER T,79991,8,"2013,2014,2016,2017,2018,2019,2020,2022",58083,4167,304,986,13734,240,898,1579
mlp,Latn,mlp_Latn,Bargam,e,Ll,LATIN SMALL LETTER E,74810,8,"2013,2014,2016,2017,2018,2019,2020,2022",53299,3386,212,605,14875,233,736,1464
mlp,Latn,mlp_Latn,Bargam,g,Ll,LATIN SMALL LETTER G,61007,8,"2013,2014,2016,2017,2018,2019,2020,2022",45342,3061,201,703,9505,253,685,1257
mlp,Latn,mlp_Latn,Bargam,u,Ll,LATIN SMALL LETTER U,53682,8,"2013,2014,2016,2017,2018,2019,2020,2022",40175,2752,167,627,7963,160,701,1137
mlp,Latn,mlp_Latn,Bargam,h,Ll,LATIN SMALL LETTER H,51083,8,"2013,2014,2016,2017,2018,2019,2020,2022",38123,2531,106,373,8379,239,467,865
mlp,Latn,mlp_Latn,Bargam,d,Ll,LATIN SMALL LETTER D,48420,8,"2013,2014,2016,2017,2018,2019,2020,2022",35141,2436,210,490,8335,155,601,1052
mlp,Latn,mlp_Latn,Bargam,y,Ll,LATIN SMALL LETTER Y,44865,8,"2013,2014,2016,2017,2018,2019,2020,2022",34410,2135,102,307,6371,183,500,857
mlp,Latn,mlp_Latn,Bargam,s,Ll,LATIN SMALL LETTER S,44050,8,"2013,2014,2016,2017,2018,2019,2020,2022",31040,1912,128,386,8857,198,628,901
mlp,Latn,mlp_Latn,Bargam,b,Ll,LATIN SMALL LETTER B,43816,8,"2013,2014,2016,2017,2018,2019,2020,2022",33290,2247,106,404,6423,129,465,752
mlp,Latn,mlp_Latn,Bargam,l,Ll,LATIN SMALL LETTER L,41618,8,"2013,2014,2016,2017,2018,2019,2020,2022",31409,1896,99,367,6395,154,449,849
mlp,Latn,mlp_Latn,Bargam,w,Ll,LATIN SMALL LETTER W,31723,8,"2013,2014,2016,2017,2018,2019,2020,2022",23534,1629,80,247,5192,96,358,587
mlp,Latn,mlp_Latn,Bargam,r,Ll,LATIN SMALL LETTER R,25489,8,"2013,2014,2016,2017,2018,2019,2020,2022",17142,1237,155,229,6039,76,245,366
mlp,Latn,mlp_Latn,Bargam,.,Po,FULL STOP,25339,8,"2013,2014,2016,2017,2018,2019,2020,2022",19063,1255,67,280,3849,105,274,446
mlp,Latn,mlp_Latn,Bargam,k,Ll,LATIN SMALL LETTER K,17554,8,"2013,2014,2016,2017,2018,2019,2020,2022",13072,882,36,223,2621,65,237,418
mlp,Latn,mlp_Latn,Bargam,z,Ll,LATIN SMALL LETTER Z,14096,8,"2013,2014,2016,2017,2018,2019,2020,2022",10560,768,32,162,2088,47,163,276
mlp,Latn,mlp_Latn,Bargam,G,Lu,LATIN CAPITAL LETTER G,7619,8,"2013,2014,2016,2017,2018,2019,2020,2022",5310,369,45,147,1386,15,116,231
mlp,Latn,mlp_Latn,Bargam,N,Lu,LATIN CAPITAL LETTER N,5542,8,"2013,2014,2016,2017,2018,2019,2020,2022",4095,284,25,57,943,19,42,77
mlp,Latn,mlp_Latn,Bargam,A,Lu,LATIN CAPITAL LETTER A,5350,8,"2013,2014,2016,2017,2018,2019,2020,2022",4161,277,11,51,706,12,38,94
mlp,Latn,mlp_Latn,Bargam,Y,Lu,LATIN CAPITAL LETTER Y,5035,8,"2013,2014,2016,2017,2018,2019,2020,2022",3926,190,9,39,598,37,94,142
mlp,Latn,mlp_Latn,Bargam,",",Po,COMMA,4794,8,"2013,2014,2016,2017,2018,2019,2020,2022",3428,235,12,63,914,15,44,83
mlp,Latn,mlp_Latn,Bargam,1,Nd,DIGIT ONE,4687,8,"2013,2014,2016,2017,2018,2019,2020,2022",3416,211,14,64,829,15,54,84
mlp,Latn,mlp_Latn,Bargam,I,Lu,LATIN CAPITAL LETTER I,4088,8,"2013,2014,2016,2017,2018,2019,2020,2022",2948,170,4,61,753,11,53,88
mlp,Latn,mlp_Latn,Bargam,T,Lu,LATIN CAPITAL LETTER T,3933,8,"2013,2014,2016,2017,2018,2019,2020,2022",2488,181,6,47,1073,12,47,79
mlp,Latn,mlp_Latn,Bargam,2,Nd,DIGIT TWO,3276,8,"2013,2014,2016,2017,2018,2019,2020,2022",2494,174,15,31,478,15,24,45
mlp,Latn,mlp_Latn,Bargam,H,Lu,LATIN CAPITAL LETTER H,3170,8,"2013,2014,2016,2017,2018,2019,2020,2022",2292,164,6,16,613,8,26,45
mlp,Latn,mlp_Latn,Bargam,M,Lu,LATIN CAPITAL LETTER M,2742,8,"2013,2014,2016,2017,2018,2019,2020,2022",2123,137,10,29,394,11,9,29
mlp,Latn,mlp_Latn,Bargam,K,Lu,LATIN CAPITAL LETTER K,2421,8,"2013,2014,2016,2017,2018,2019,2020,2022",1552,114,3,55,575,7,59,56
mlp,Latn,mlp_Latn,Bargam,S,Lu,LATIN CAPITAL LETTER S,2419,8,"2013,2014,2016,2017,2018,2019,2020,2022",1605,98,1,5,660,7,17,26
mlp,Latn,mlp_Latn,Bargam,p,Ll,LATIN SMALL LETTER P,2264,8,"2013,2014,2016,2017,2018,2019,2020,2022",1453,90,4,2,606,82,7,20
mlp,Latn,mlp_Latn,Bargam,-,Pd,HYPHEN-MINUS,2171,8,"2013,2014,2016,2017,2018,2019,2020,2022",1621,73,2,10,348,6,54,57
mlp,Latn,mlp_Latn,Bargam,3,Nd,DIGIT THREE,2124,8,"2013,2014,2016,2017,2018,2019,2020,2022",1665,123,4,12,270,14,13,23
mlp,Latn,mlp_Latn,Bargam,J,Lu,LATIN CAPITAL LETTER J,1732,8,"2013,2014,2016,2017,2018,2019,2020,2022",1260,72,14,7,308,8,20,43
mlp,Latn,mlp_Latn,Bargam,f,Ll,LATIN SMALL LETTER F,1617,7,"2013,2014,2016,2017,2018,2020,2022",833,49,12,1,664,0,44,14
mlp,Latn,mlp_Latn,Bargam,4,Nd,DIGIT FOUR,1553,8,"2013,2014,2016,2017,2018,2019,2020,2022",1245,72,3,12,182,7,11,21
mlp,Latn,mlp_Latn,Bargam,0,Nd,DIGIT ZERO,1327,8,"2013,2014,2016,2017,2018,2019,2020,2022",985,53,5,9,249,5,6,15
mlp,Latn,mlp_Latn,Bargam,5,Nd,DIGIT FIVE,1227,8,"2013,2014,2016,2017,2018,2019,2020,2022",984,53,4,11,148,3,8,16
mlp,Latn,mlp_Latn,Bargam,P,Lu,LATIN CAPITAL LETTER P,1213,6,"2013,2014,2017,2018,2020,2022",748,75,0,2,331,0,20,37
mlp,Latn,mlp_Latn,Bargam,B,Lu,LATIN CAPITAL LETTER B,1189,8,"2013,2014,2016,2017,2018,2019,2020,2022",836,72,1,20,229,2,14,15
mlp,Latn,mlp_Latn,Bargam,?,Po,QUESTION MARK,1130,7,"2013,2014,2016,2017,2018,2019,2022",917,63,10,4,125,6,0,5
mlp,Latn,mlp_Latn,Bargam,7,Nd,DIGIT SEVEN,1094,8,"2013,2014,2016,2017,2018,2019,2020,2022",861,57,3,10,124,4,19,16
mlp,Latn,mlp_Latn,Bargam,6,Nd,DIGIT SIX,1056,8,"2013,2014,2016,2017,2018,2019,2020,2022",836,51,3,10,130,4,10,12
mlp,Latn,mlp_Latn,Bargam,v,Ll,LATIN SMALL LETTER V,1028,7,"2013,2014,2016,2018,2019,2020,2022",453,32,1,0,529,2,6,5
mlp,Latn,mlp_Latn,Bargam,8,Nd,DIGIT EIGHT,980,8,"2013,2014,2016,2017,2018,2019,2020,2022",730,44,3,10,171,4,7,11
mlp,Latn,mlp_Latn,Bargam,c,Ll,LATIN SMALL LETTER C,942,3,"2013,2016,2018",7,0,21,0,914,0,0,0
