iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2019_frequency,year_2021_frequency,year_2023_frequency
kby,Latn,kby_Latn,Manga Kanuri,a,Ll,LATIN SMALL LETTER A,3592,3,"2019,2021,2023",1153,1327,1112
kby,Latn,kby_Latn,Manga Kanuri, ,Zs,SPACE,3473,3,"2019,2021,2023",1135,1304,1034
kby,Latn,kby_Latn,Manga Kanuri,n,Ll,LATIN SMALL LETTER N,1524,3,"2019,2021,2023",462,542,520
kby,Latn,kby_Latn,Manga Kanuri,i,Ll,LATIN SMALL LETTER I,1325,3,"2019,2021,2023",428,490,407
kby,Latn,kby_Latn,Manga Kanuri,o,Ll,LATIN SMALL LETTER O,1203,3,"2019,2021,2023",371,407,425
kby,Latn,kby_Latn,Manga Kanuri,e,Ll,LATIN SMALL LETTER E,1149,3,"2019,2021,2023",395,425,329
kby,Latn,kby_Latn,Manga Kanuri,u,Ll,LATIN SMALL LETTER U,934,3,"2019,2021,2023",290,347,297
kby,Latn,kby_Latn,Manga Kanuri,d,Ll,LATIN SMALL LETTER D,929,3,"2019,2021,2023",272,313,344
kby,Latn,kby_Latn,Manga Kanuri,y,Ll,LATIN SMALL LETTER Y,888,3,"2019,2021,2023",298,330,260
kby,Latn,kby_Latn,Manga Kanuri,k,Ll,LATIN SMALL LETTER K,861,3,"2019,2021,2023",255,276,330
kby,Latn,kby_Latn,Manga Kanuri,r,Ll,LATIN SMALL LETTER R,784,3,"2019,2021,2023",245,271,268
kby,Latn,kby_Latn,Manga Kanuri,ǝ,Ll,LATIN SMALL LETTER TURNED E,733,3,"2019,2021,2023",225,273,235
kby,Latn,kby_Latn,Manga Kanuri,m,Ll,LATIN SMALL LETTER M,730,3,"2019,2021,2023",265,282,183
kby,Latn,kby_Latn,Manga Kanuri,w,Ll,LATIN SMALL LETTER W,705,3,"2019,2021,2023",199,239,267
kby,Latn,kby_Latn,Manga Kanuri,l,Ll,LATIN SMALL LETTER L,563,3,"2019,2021,2023",199,214,150
kby,Latn,kby_Latn,Manga Kanuri,s,Ll,LATIN SMALL LETTER S,523,3,"2019,2021,2023",171,187,165
kby,Latn,kby_Latn,Manga Kanuri,j,Ll,LATIN SMALL LETTER J,462,3,"2019,2021,2023",133,170,159
kby,Latn,kby_Latn,Manga Kanuri,t,Ll,LATIN SMALL LETTER T,426,3,"2019,2021,2023",123,142,161
kby,Latn,kby_Latn,Manga Kanuri,b,Ll,LATIN SMALL LETTER B,365,3,"2019,2021,2023",135,145,85
kby,Latn,kby_Latn,Manga Kanuri,.,Po,FULL STOP,361,3,"2019,2021,2023",101,104,156
kby,Latn,kby_Latn,Manga Kanuri,",",Po,COMMA,347,3,"2019,2021,2023",133,138,76
