iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2014_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
kwy,Latn,kwy_Latn,San Salvador Kongo, ,Zs,SPACE,659022,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",118,66,22185,35455,194592,85026,74599,60519,154216,32246
kwy,Latn,kwy_Latn,San Salvador Kongo,a,Ll,LATIN SMALL LETTER A,577407,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",64,55,18387,32198,176797,72640,60989,53022,135984,27271
kwy,Latn,kwy_Latn,San Salvador Kongo,n,Ll,LATIN SMALL LETTER N,286878,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",47,40,8550,14775,86155,37114,30933,27806,67382,14076
kwy,Latn,kwy_Latn,San Salvador Kongo,i,Ll,LATIN SMALL LETTER I,257725,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",49,35,9176,14057,76188,32326,28632,23521,61023,12718
kwy,Latn,kwy_Latn,San Salvador Kongo,u,Ll,LATIN SMALL LETTER U,236868,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",19,35,8820,13286,72624,30170,23049,21587,55745,11533
kwy,Latn,kwy_Latn,San Salvador Kongo,k,Ll,LATIN SMALL LETTER K,193972,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,23,6746,10914,59085,24831,19955,17879,44997,9542
kwy,Latn,kwy_Latn,San Salvador Kongo,e,Ll,LATIN SMALL LETTER E,190127,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",36,15,5732,9601,54537,23857,24459,17079,45385,9426
kwy,Latn,kwy_Latn,San Salvador Kongo,o,Ll,LATIN SMALL LETTER O,189345,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",31,14,6608,9405,54113,24528,23724,18173,43101,9648
kwy,Latn,kwy_Latn,San Salvador Kongo,m,Ll,LATIN SMALL LETTER M,166297,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",11,13,6188,8862,48753,22318,18878,15567,37795,7912
kwy,Latn,kwy_Latn,San Salvador Kongo,l,Ll,LATIN SMALL LETTER L,119476,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",27,10,4056,6860,35977,14815,11250,11116,29021,6344
kwy,Latn,kwy_Latn,San Salvador Kongo,s,Ll,LATIN SMALL LETTER S,90732,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",39,10,3091,4679,27597,11658,10797,8175,20517,4169
kwy,Latn,kwy_Latn,San Salvador Kongo,v,Ll,LATIN SMALL LETTER V,90272,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1,4,2613,4841,26960,11042,10019,7914,22732,4146
kwy,Latn,kwy_Latn,San Salvador Kongo,w,Ll,LATIN SMALL LETTER W,89495,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,2,2777,5426,27205,11619,10061,8436,19577,4392
kwy,Latn,kwy_Latn,San Salvador Kongo,d,Ll,LATIN SMALL LETTER D,89237,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",17,14,3494,4526,26198,10934,10645,8091,20895,4423
kwy,Latn,kwy_Latn,San Salvador Kongo,t,Ll,LATIN SMALL LETTER T,81789,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",11,12,2592,4641,25165,10013,8797,7320,19370,3868
kwy,Latn,kwy_Latn,San Salvador Kongo,b,Ll,LATIN SMALL LETTER B,75620,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",18,6,3552,4175,22550,9653,8158,6813,17293,3402
kwy,Latn,kwy_Latn,San Salvador Kongo,g,Ll,LATIN SMALL LETTER G,75418,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",4,4,2022,4326,24347,9531,6472,6993,18162,3557
kwy,Latn,kwy_Latn,San Salvador Kongo,y,Ll,LATIN SMALL LETTER Y,73457,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,14,2384,4037,21302,10122,8097,7256,16482,3763
kwy,Latn,kwy_Latn,San Salvador Kongo,z,Ll,LATIN SMALL LETTER Z,52684,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,12,1595,3493,16237,6810,5292,5129,11637,2479
kwy,Latn,kwy_Latn,San Salvador Kongo,.,Po,FULL STOP,44232,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",18,3,1259,2766,13561,5719,4640,4016,10406,1844
kwy,Latn,kwy_Latn,San Salvador Kongo,",",Po,COMMA,43221,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,8,1955,1678,11144,6020,6072,4314,9849,2181
kwy,Latn,kwy_Latn,San Salvador Kongo,N,Lu,LATIN CAPITAL LETTER N,22524,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,3,448,1957,7761,2596,1650,1805,5114,1190
kwy,Latn,kwy_Latn,San Salvador Kongo,f,Ll,LATIN SMALL LETTER F,17894,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,573,1008,5425,2125,2130,1559,4091,983
kwy,Latn,kwy_Latn,San Salvador Kongo,Y,Lu,LATIN CAPITAL LETTER Y,17596,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,484,1169,6070,1699,1831,1215,4551,577
kwy,Latn,kwy_Latn,San Salvador Kongo,1,Nd,DIGIT ONE,16306,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",9,2,374,1216,5182,2145,1500,1358,3908,612
kwy,Latn,kwy_Latn,San Salvador Kongo,A,Lu,LATIN CAPITAL LETTER A,15535,9,"2014,2017,2018,2019,2020,2021,2022,2023,2024",18,0,120,933,5274,1296,1319,1140,4471,964
kwy,Latn,kwy_Latn,San Salvador Kongo,p,Ll,LATIN SMALL LETTER P,14753,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2,1,762,792,4262,2030,1655,1373,3054,822
kwy,Latn,kwy_Latn,San Salvador Kongo,K,Lu,LATIN CAPITAL LETTER K,14686,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,3,473,832,4746,1837,1172,1234,3496,893
kwy,Latn,kwy_Latn,San Salvador Kongo,M,Lu,LATIN CAPITAL LETTER M,13470,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",1,1,509,630,4033,1801,1571,1168,2996,760
kwy,Latn,kwy_Latn,San Salvador Kongo,:,Po,COLON,13334,9,"2015,2017,2018,2019,2020,2021,2022,2023,2024",0,2,451,914,4391,1678,1281,989,3246,382
kwy,Latn,kwy_Latn,San Salvador Kongo,’,Pf,RIGHT SINGLE QUOTATION MARK,13260,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,62,1183,4424,1546,1799,1290,2406,550
kwy,Latn,kwy_Latn,San Salvador Kongo,2,Nd,DIGIT TWO,10692,10,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024",2,2,312,681,2927,1620,1279,941,2460,468
kwy,Latn,kwy_Latn,San Salvador Kongo,+,Sm,PLUS SIGN,10448,5,"2020,2021,2022,2023,2024",0,0,0,0,0,2064,2979,1609,2828,968
kwy,Latn,kwy_Latn,San Salvador Kongo,r,Ll,LATIN SMALL LETTER R,10436,9,"2014,2017,2018,2019,2020,2021,2022,2023,2024",16,0,583,427,2823,1497,1996,920,1731,443
kwy,Latn,kwy_Latn,San Salvador Kongo,E,Lu,LATIN CAPITAL LETTER E,9766,9,"2014,2017,2018,2019,2020,2021,2022,2023,2024",20,0,71,686,3139,1032,1121,740,2430,527
kwy,Latn,kwy_Latn,San Salvador Kongo,O,Lu,LATIN CAPITAL LETTER O,7845,9,"2014,2017,2018,2019,2020,2021,2022,2023,2024",1,0,50,577,2333,826,963,718,1922,455
kwy,Latn,kwy_Latn,San Salvador Kongo,“,Pi,LEFT DOUBLE QUOTATION MARK,7639,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,9,257,1799,1218,1252,767,1995,342
kwy,Latn,kwy_Latn,San Salvador Kongo,I,Lu,LATIN CAPITAL LETTER I,7474,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,157,317,2043,739,841,534,2312,531
kwy,Latn,kwy_Latn,San Salvador Kongo,”,Pf,RIGHT DOUBLE QUOTATION MARK,7194,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,0,9,256,1778,1140,1143,664,1917,287
