iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
bug,Latn,bug_Latn,Buginese,a,Ll,LATIN SMALL LETTER A,33627,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",42,8205,3342,3237,2238,3439,2911,3158,1819,3249,1987
bug,Latn,bug_Latn,Buginese, ,Zs,SPACE,27346,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",49,6831,2598,2521,1753,2384,2653,2302,1585,2331,2339
bug,Latn,bug_Latn,Buginese,n,Ll,LATIN SMALL LETTER N,18086,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",15,4821,1789,1700,1258,1741,1483,1617,1025,1509,1128
bug,Latn,bug_Latn,Buginese,i,Ll,LATIN SMALL LETTER I,12879,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",34,3105,1152,1243,985,1199,1146,1201,792,1208,814
bug,Latn,bug_Latn,Buginese,e,Ll,LATIN SMALL LETTER E,12771,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",11,3753,1249,1067,694,1230,989,1096,816,1159,707
bug,Latn,bug_Latn,Buginese,g,Ll,LATIN SMALL LETTER G,8210,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",10,2197,832,747,620,719,667,670,493,681,574
bug,Latn,bug_Latn,Buginese,r,Ll,LATIN SMALL LETTER R,7195,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",11,1878,593,798,499,627,552,633,385,641,578
bug,Latn,bug_Latn,Buginese,u,Ll,LATIN SMALL LETTER U,7139,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",8,1801,737,794,493,743,523,620,429,591,400
bug,Latn,bug_Latn,Buginese,t,Ll,LATIN SMALL LETTER T,6737,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",6,1675,667,725,478,728,570,631,336,560,361
bug,Latn,bug_Latn,Buginese,l,Ll,LATIN SMALL LETTER L,6450,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,1580,718,467,407,764,501,527,435,672,375
bug,Latn,bug_Latn,Buginese,k,Ll,LATIN SMALL LETTER K,6419,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",10,1542,719,599,461,710,540,600,363,545,330
bug,Latn,bug_Latn,Buginese,p,Ll,LATIN SMALL LETTER P,5952,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",7,1576,750,487,376,713,453,523,252,513,302
bug,Latn,bug_Latn,Buginese,m,Ll,LATIN SMALL LETTER M,5779,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",10,1324,523,558,372,557,490,568,352,646,379
bug,Latn,bug_Latn,Buginese,s,Ll,LATIN SMALL LETTER S,5613,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",6,1530,496,459,349,543,445,483,395,543,364
bug,Latn,bug_Latn,Buginese,o,Ll,LATIN SMALL LETTER O,4835,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",7,1281,436,458,481,475,260,426,263,353,395
bug,Latn,bug_Latn,Buginese,d,Ll,LATIN SMALL LETTER D,4035,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",9,1074,263,495,220,289,403,338,298,383,263
bug,Latn,bug_Latn,Buginese,b,Ll,LATIN SMALL LETTER B,2886,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",9,639,203,307,267,236,277,316,166,298,168
bug,Latn,bug_Latn,Buginese,y,Ll,LATIN SMALL LETTER Y,2084,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",5,365,134,250,253,146,197,168,177,230,159
