iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2017_frequency,year_2019_frequency,year_2022_frequency,year_2023_frequency
dks,Latn,dks_Latn,Southeastern Dinka, ,Zs,SPACE,3151,4,"2017,2019,2022,2023",504,1117,761,769
dks,Latn,dks_Latn,Southeastern Dinka,e,Ll,LATIN SMALL LETTER E,1452,4,"2017,2019,2022,2023",207,520,332,393
dks,Latn,dks_Latn,Southeastern Dinka,a,Ll,LATIN SMALL LETTER A,961,4,"2017,2019,2022,2023",170,362,210,219
dks,Latn,dks_Latn,Southeastern Dinka,n,Ll,LATIN SMALL LETTER N,960,4,"2017,2019,2022,2023",169,326,249,216
dks,Latn,dks_Latn,Southeastern Dinka,i,Ll,LATIN SMALL LETTER I,953,4,"2017,2019,2022,2023",135,362,220,236
dks,Latn,dks_Latn,Southeastern Dinka,k,Ll,LATIN SMALL LETTER K,819,4,"2017,2019,2022,2023",128,319,198,174
dks,Latn,dks_Latn,Southeastern Dinka,u,Ll,LATIN SMALL LETTER U,567,4,"2017,2019,2022,2023",93,225,137,112
dks,Latn,dks_Latn,Southeastern Dinka,t,Ll,LATIN SMALL LETTER T,535,4,"2017,2019,2022,2023",73,244,134,84
dks,Latn,dks_Latn,Southeastern Dinka,y,Ll,LATIN SMALL LETTER Y,446,4,"2017,2019,2022,2023",59,138,123,126
dks,Latn,dks_Latn,Southeastern Dinka,h,Ll,LATIN SMALL LETTER H,439,4,"2017,2019,2022,2023",36,240,79,84
dks,Latn,dks_Latn,Southeastern Dinka,ɔ,Ll,LATIN SMALL LETTER OPEN O,394,4,"2017,2019,2022,2023",85,123,94,92
dks,Latn,dks_Latn,Southeastern Dinka,r,Ll,LATIN SMALL LETTER R,391,4,"2017,2019,2022,2023",69,147,108,67
dks,Latn,dks_Latn,Southeastern Dinka,c,Ll,LATIN SMALL LETTER C,370,4,"2017,2019,2022,2023",66,114,85,105
